"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.600227362179649,0.390428538716374,0.00514477102585039,0.0041621830766763,2.59829555721386e-05,1.28607529314963e-05,1.68567844281879e-06,1.11262539679911e-06,1.03428796590169e-06,1.0099885299937e-06
0.991868529353438,0.00761125025886955,0.000413057156782481,8.61917354736005e-05,1.87391529391418e-05,5.08149877508067e-06,1.28850864782287e-06,1.10606590903008e-06,1.04447301621296e-06,1.01138334158898e-06
0.864144543813892,0.129441314562205,0.00409398471797191,0.00229348621526514,2.26353023634312e-05,5.49804607254198e-06,1.901730577666e-06,1.27790991219729e-06,1.07287008547035e-06,1.00964497406913e-06
0.874306048863312,0.118129321594986,0.00543989819349143,0.00204469597557085,7.47807024972858e-05,6.38276772382924e-06,2.06526048740548e-06,1.27373776457133e-06,1.07394536959729e-06,1.01814698279084e-06
0.964046376188218,0.0321667984632582,0.00245042569982048,0.000723970141628674,0.000577970965513686,3.38298655020236e-05,3.93119900096723e-06,1.40859294294883e-06,1.08289665908685e-06,1.03135101836607e-06
0.873826648689114,0.0829755619089091,0.0425127831113033,0.000645373101234608,3.28806566682165e-05,7.2207921504569e-06,2.81960910452766e-06,1.26059403734733e-06,1.05579404429066e-06,1.01590062227706e-06
0.993194047932046,0.00609379311014793,0.000609399428439366,9.60510659717674e-05,7.44029672969044e-06,2.28390335478046e-06,1.22591955417563e-06,1.05895340034552e-06,1.011813992625e-06,1.00534001728677e-06
0.89397136755562,0.0415448147655836,0.0331000083906045,0.0162553270103424,0.0144459134277649,0.000622075738877156,5.70342353539046e-05,4.92062934590967e-06,1.52557771464055e-06,1.17688633221127e-06
0.809608138614017,0.082586945908536,0.0722123744805263,0.0193780190462514,0.0151766507522034,0.000948638317899766,8.09280191156467e-05,9.44222214023066e-06,1.87637061300024e-06,1.1196828898002e-06
0.485345818123315,0.510976775112657,0.00341443585205598,0.000248039356195872,1.3372554241356e-05,3.55261063065584e-06,1.48052306359727e-06,1.14665663932467e-06,1.06437191498396e-06,1.03850470317816e-06
0.93560375414741,0.0534129713148087,0.00578790638232,0.00516505756045075,2.77566838218037e-05,5.05104070027132e-06,1.35013405471596e-06,1.09541885969558e-06,1.02645403279881e-06,1.00742847459968e-06
0.734096524037165,0.255417083566852,0.00989946955901141,0.000566679787239424,1.86915103508888e-05,3.53302791694866e-06,1.45209658461292e-06,1.11425027276629e-06,1.02901872912143e-06,1.0156942705332e-06
0.870570345834105,0.0561958197730467,0.0246571643438213,0.0484823016257311,8.34939826642706e-05,1.01385100041006e-05,3.76791999164576e-06,1.40148383952187e-06,1.08042892751539e-06,1.0356838548629e-06
0.986019177093372,0.0106942566454623,0.00311255778604486,0.000129584055403787,4.17831162252447e-05,4.98217509616602e-06,1.64673271208083e-06,1.09531927038077e-06,1.04110033705513e-06,1.01703520781187e-06
0.980270204687151,0.0117795589073154,0.00391565344467976,0.00293027955961032,0.00105559871766852,4.50224410713633e-05,6.80816443581687e-06,1.50322193062248e-06,1.12329553287497e-06,1.01631279213455e-06
0.69998633008872,0.045757373596873,0.112244951944439,0.127215362076662,0.0142499293359274,0.00048695915975714,5.2906450315343e-05,7.3788134584905e-06,1.65397149066669e-06,1.18651844945315e-06
0.996243486131923,0.00342397267520728,0.000278869135318781,5.03252561511609e-05,4.54087702590508e-06,1.89373427820941e-06,1.23472478759116e-06,1.05178555588323e-06,1.0213432240833e-06,1.00726053398869e-06
0.935999755041661,0.0475852167365683,0.0151435653119337,0.00121162296069906,5.79459576448275e-05,3.96035276899759e-06,1.5917702555523e-06,1.13851581252179e-06,1.02898042011444e-06,1.02330583986243e-06
0.813177683504645,0.07579983768412,0.0663476695247911,0.0145812813100356,0.0256339932042362,0.00427483052571751,0.000171842758552462,1.32840644577945e-05,2.21144150431377e-06,1.14858720200941e-06
0.992400742042222,0.00653357324304863,0.000867175739715855,0.000160270725905023,3.73381291225295e-05,3.5450575088489e-06,1.4619898843377e-06,1.13945766199146e-06,1.0115979597203e-06,1.00738492676835e-06
0.995412709049958,0.00400745890244915,0.000507609383972,6.91759049005283e-05,4.71892622598249e-06,1.54001762813731e-06,1.13951239279821e-06,1.02548097850125e-06,1.00722788020885e-06,1.00533103133156e-06
0.654715791898137,0.120083994335789,0.13367715489931,0.073056690328627,0.0178566519067891,0.000528387501402662,7.26454208664683e-05,9.68729307645313e-06,1.87597264939289e-06,1.13850751544692e-06
0.792393287965554,0.0319245036346996,0.0995340253982679,0.0378279861726916,0.0214908096356118,0.0163330318556004,0.000479962656565249,1.54415649568533e-05,3.36016110189328e-06,1.21271758472892e-06
0.866702163054132,0.0810470174221617,0.0144295323337345,0.0377108160690944,9.11109873950104e-05,1.918049916483e-05,3.06258074292345e-06,1.37101651789571e-06,1.06269020252947e-06,1.02282512714914e-06
0.98966567262926,0.00950459444524571,0.000707087139276464,0.0001103135335406,1.27347690306393e-05,2.28132280357249e-06,1.38185627693985e-06,1.09699571854029e-06,1.04624158177134e-06,1.00601422827773e-06
0.837218911260913,0.158347607616342,0.00413051760923358,0.000264726166632557,3.31966424247084e-05,7.09155303104327e-06,1.51831452309759e-06,1.1231315645471e-06,1.04571337977411e-06,1.00814586523125e-06
0.990416718426013,0.00807171774510873,0.00146228260532296,4.66708187711358e-05,3.98623885443184e-06,1.66549774524419e-06,1.17793774937602e-06,1.0631396298314e-06,1.0307630952508e-06,1.01754043648242e-06
0.980838394367577,0.00693308406721265,0.00308261487808141,0.00804592398697995,0.000869303541014137,0.000226698318049367,6.831163678333e-06,2.11399563481156e-06,1.04169834153706e-06,1.01026679517791e-06
0.97940557087755,0.0121067742079078,0.00751337518829803,0.000948969991536342,2.09946470062478e-05,6.58255418080091e-06,1.78448219312457e-06,1.11545091921398e-06,1.02883292341331e-06,1.00630589161347e-06
0.994179061450394,0.00532078997123487,0.000473066337079445,2.54387878026322e-05,3.19700194085431e-06,1.60452980550618e-06,1.14987460287178e-06,1.06419116556009e-06,1.0228930926721e-06,1.00660840740223e-06
0.898239152303108,0.0952494791132644,0.00624723806976896,0.000234752970384061,2.16995266962898e-05,9.23183242853684e-06,1.96115052675569e-06,1.18115539854063e-06,1.1055148261013e-06,1.01536536153196e-06
0.985897835606019,0.0116070735812753,0.00213996401005485,0.000346383880897612,9.05434234166222e-06,2.58103382923473e-06,1.19483321430574e-06,1.08498892917637e-06,1.02329142655377e-06,1.00444576895187e-06
0.958467342273001,0.0347596682306003,0.00532905555279207,0.00135344336468168,4.43186429171017e-05,4.83128139088417e-05,1.77011489698584e-06,1.10115099404727e-06,1.03263025855882e-06,1.01999893422006e-06
0.995735940021252,0.00375490564746026,0.000448309406212079,5.5113212406719e-05,6.16255294512855e-06,2.48759347714757e-06,1.36057816136696e-06,1.07895187977887e-06,1.01858299470726e-06,1.00435280635258e-06
0.992960705302047,0.00643110673451701,0.000510830427205178,9.45446693459976e-05,4.19626105059277e-06,1.72579866014375e-06,1.1581373453775e-06,1.03943669598649e-06,1.00846598255672e-06,1.00478121074081e-06
0.715612232951868,0.16108983577655,0.0347542113607321,0.0874283079737488,0.000916221436636097,0.000139922739851844,6.04653290092911e-05,2.03492567891786e-06,1.24871014272316e-06,1.03519480593011e-06
0.986351371794937,0.0124013388457415,0.00103658867283487,0.000185506880241342,2.42346628363078e-05,3.54208952139312e-06,1.46858554356991e-06,1.09353163494757e-06,1.03658212220276e-06,1.01045722768061e-06
0.990203301247573,0.00839383448040221,0.000962811508254641,0.00021618937467033,0.000218161765756961,8.29399417361104e-06,1.39953497062937e-06,1.13973985429078e-06,1.07126864796457e-06,1.00699219707391e-06
0.922881664027213,0.0665481930067175,0.0088925663986861,0.00160676332226801,6.74677925711486e-05,5.22167014444526e-06,1.67992044976053e-06,1.16217578860562e-06,1.07833838678133e-06,1.01008015408605e-06
0.237632178757301,0.140763283064703,0.394268244216955,0.226701654062523,0.000536074425350288,8.58181008334405e-05,1.37030210647269e-05,1.77735557700397e-06,1.15929270723819e-06,1.05547812427535e-06
0.373215254180417,0.304859076801023,0.155552794120932,0.166019010885333,0.000290427330288926,5.56845550051942e-05,8.74088445929761e-06,1.79373895169757e-06,1.19951258066735e-06,1.07145096690604e-06
0.991774111788506,0.00678176710651808,0.000443295736035958,0.000989436083865305,1.1966894731389e-05,2.33202609198244e-06,1.26611287028385e-06,1.09973672321222e-06,1.02997966530081e-06,1.01277540635762e-06
0.93386057972558,0.0599108044651944,0.00590188683967506,0.000315205708354802,1.14655706811233e-05,2.55198065118761e-06,1.37898585994854e-06,1.10216829122734e-06,1.0241889992187e-06,1.00682989229041e-06
0.992252034380482,0.00691835068612877,0.000736686186387088,8.7642507837907e-05,5.83258218801967e-06,2.31123605841782e-06,1.33517551414212e-06,1.07398784425742e-06,1.04579127115359e-06,1.01241184333679e-06
0.788978724222173,0.202235306558877,0.00790297071199027,0.000702556190596844,0.000156449134263874,2.51822447398157e-05,2.10088807673002e-06,1.18531505034715e-06,1.07341985751556e-06,1.01538060968966e-06
0.915982265497861,0.058560997800834,0.0197833961675692,0.00542307443926748,0.000209155484888262,4.09393364667835e-05,3.34191996488479e-06,1.27493792757045e-06,1.0836195979582e-06,1.03422101403247e-06
0.990672070065777,0.00780454988879046,0.00146615213372071,5.40947387170725e-05,4.67090296302249e-06,1.55141128722029e-06,1.13453090765452e-06,1.05314829219621e-06,1.01128015769601e-06,1.01240519455999e-06
0.536573848522447,0.221391094588917,0.0823349934908286,0.153072980981788,0.00625264253081559,0.000317923100252318,4.94860965720438e-05,7.78527742026613e-06,2.15505215995042e-06,1.20310208828401e-06
0.532986030607884,0.216615293463875,0.16220203446544,0.0879815190027298,0.000176646620565634,3.50936935906708e-05,5.14115023415792e-06,1.63549275888805e-06,1.11658645241868e-06,1.03913715964463e-06
0.889893510857288,0.0937283230741559,0.00589656931131986,0.01035316687079,0.00010064479573033,2.75867716305038e-05,3.62225645297529e-06,1.17456683235826e-06,1.0382587157595e-06,1.0177286485761e-06
0.918752696034196,0.0784565926394573,0.00253360778121431,0.000230948376286262,2.45950313786344e-05,3.5872061083741e-06,1.67337866774678e-06,1.15566472792841e-06,1.03991882574913e-06,1.01108355681733e-06
0.984170232348954,0.0139011675160568,0.0012480571072145,0.000675051234169505,6.32878833658646e-06,2.05516145807272e-06,1.20326811514816e-06,1.10534790903527e-06,1.02799266851096e-06,1.02402207450653e-06
0.993762394533354,0.00585562838434765,0.000338443226849453,3.98843536811335e-05,4.78967612899512e-06,2.00428374791925e-06,1.15843695078192e-06,1.04190101042409e-06,1.0133972674619e-06,1.00533173726888e-06
0.366338758135305,0.211994160319986,0.212659152426171,0.208783846988528,0.000181916573211236,3.78779644060446e-05,5.71559073538877e-06,1.50076860970287e-06,1.12686414594088e-06,1.06073651965327e-06
0.893417844114634,0.0973840929317315,0.00571183632975458,0.00346272490530734,2.10102681329261e-05,4.72243654197203e-06,1.43479943057621e-06,1.11601324878513e-06,1.0294627932593e-06,1.01181681690778e-06
0.95835374037217,0.0247466030113209,0.0163863696913155,0.000492920396078614,1.75735512511861e-05,4.95161782972291e-06,1.66677652705901e-06,1.13952848211686e-06,1.03078138335877e-06,1.0106539376629e-06
