"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
1.19561682266302e-05,1.17841084955114e-05,1.20477804887846e-05,1.19895254475785e-05,1.19883072293651e-05,1.20584993265221e-05,1.2844959745543e-05,1.43581130930716e-05,2.30212702931678e-05,7.94421660140944e-05,0.000412092840788467,0.00130184435375507,0.00364072671167605,0.010423128138262,0.0379497036465181,0.110421753109126,0.260264686226187,0.48337800579088,0.702613503742603,0.794795626950048,0.702833661675254,0.480435198441847,0.253409620198874,0.102259936504932,0.0321392700002625,0.00495424371606953,0.000421953920697661,0.000222724787684571,4.99149632355837e-05,6.00613687635125e-05
1.37518859375794e-05,1.37657387570936e-05,1.34630092825374e-05,1.37716743308435e-05,1.36661282884581e-05,1.34936403898104e-05,1.35153748007399e-05,1.36834615433101e-05,1.38805660990084e-05,1.41244877379085e-05,1.47968098352552e-05,1.64024262014951e-05,1.99976221694034e-05,3.14468702743868e-05,8.8895142112452e-05,0.000650785836635047,0.00132790170125198,0.00547155241905076,0.0151678936767086,0.0428342591146907,0.110445552458222,0.266096400671682,0.484889974212208,0.70460002256631,0.791590221120188,0.702340008319025,0.479781459779956,0.258830815623788,0.106738638831376,0.0343391115580068
2.55943883826437e-05,2.49385382014727e-05,2.75631845459582e-05,3.55352933201853e-05,5.66645189242563e-05,0.000189930053868529,0.00173943364905592,0.00425165978767135,0.0142057705827081,0.0409649123416428,0.116274350463842,0.269876061345006,0.493032020932273,0.708206225920525,0.806907544479319,0.713590082896238,0.480379253990626,0.254114200687696,0.0989395572525985,0.0247954248554292,0.00170136840961163,9.64763963670517e-05,6.41946969013831e-05,4.53545880184895e-05,3.59491749420342e-05,3.29162205352939e-05,2.75410403836051e-05,2.53741520469786e-05,2.49900035999568e-05,2.54716359045277e-05
0.104943970241327,0.258162516480683,0.480070292608849,0.703045012591314,0.79915290660956,0.698398654207687,0.486819750188496,0.265213041400211,0.117113491934302,0.0474862169891817,0.0195322084577631,0.00840646648599119,0.00287878235832277,6.67045351934258e-05,4.1202997332601e-05,3.00627070661384e-05,2.92470448150009e-05,2.86897256490444e-05,2.63983134577094e-05,2.78572907509348e-05,2.70364736745231e-05,2.70003512998461e-05,2.68791199140726e-05,2.70979233042434e-05,2.7279140587043e-05,2.65983468780723e-05,2.7186258260436e-05,2.77290792965743e-05,2.72949226807317e-05,2.70581451656681e-05
7.63824612355577e-05,8.74454235464099e-05,0.000127561014712877,0.000851585557861596,0.0242043677136837,0.102606566968774,0.262367345592788,0.499976585022519,0.719752295819073,0.817387639978024,0.722538332783063,0.502084043472553,0.26150699145527,0.104088057160887,0.0251424024180761,0.000486295779182509,0.000169788620372018,9.81985729428288e-05,7.60497458804493e-05,6.4071799598715e-05,4.84033834852612e-05,4.26970260327868e-05,4.10766028081359e-05,4.16405419186253e-05,4.04779242314143e-05,4.099634163573e-05,4.12907568757568e-05,4.10830533148566e-05,4.03556441446319e-05,3.92984888898293e-05
0.00209085909699757,0.00293140094924114,0.00337870274621737,0.00734677305956514,0.0151912128938235,0.0714375723819789,0.365845319425625,0.420868957601461,0.810764957550502,0.900159279539372,0.841198671374397,0.328907805265663,0.324804708626085,0.0798685828559146,0.0174564542356014,0.0203118742293163,0.00414731189382646,0.00356349883532502,0.00239129687411027,0.00186868311986734,0.00181101607487829,0.00130693368532473,0.0012761649864615,0.00126113662367185,0.00124160757568409,0.00120801924776725,0.00123564291659926,0.00123716559262299,0.00123731479496248,0.0012725103908282
0.271939728995002,0.280284444784331,0.332537027076672,0.41422663023102,0.418474623144411,0.457173715930153,0.48211032883104,0.491008149430756,0.512556846696436,0.481841820804363,0.481841754925781,0.491623293593025,0.505667585435944,0.47239978345899,0.474464650191195,0.443622016580622,0.367471442483466,0.323813193201465,0.300318960745084,0.278933401524556,0.266723233851602,0.205964298248549,0.190510686348539,0.18877548848976,0.186167129228842,0.184691234629737,0.18394547908681,0.190617906512084,0.185420951564361,0.18571450979463
0.456816268463629,0.464117288860644,0.465539830343389,0.484836768592875,0.483313450314709,0.491832571671971,0.48830549468452,0.477574212598394,0.490588704452179,0.488860886174535,0.496920347535491,0.499492582846354,0.500718778027428,0.495361049766737,0.489166032163768,0.49165815380719,0.480662626993145,0.488890925557734,0.473370170405643,0.48525671465572,0.471156646382964,0.462653319970598,0.457734012521517,0.469110345614491,0.45746809552925,0.460106630437255,0.46246813314956,0.456431180170304,0.44759416685019,0.457718286621091
0.470274283377315,0.478574633996069,0.477090705719095,0.480618958157157,0.487097986745462,0.480612659005554,0.488215013071671,0.490513736505643,0.493480181444067,0.490439240327766,0.492118917457672,0.498848626004202,0.499233692683496,0.50328774290916,0.499806464252094,0.50020165989189,0.491991233278545,0.496359331624476,0.490063519162524,0.485109132470847,0.491628057912366,0.492877391070034,0.487171880134694,0.48530169603306,0.492091691950224,0.478243190323669,0.488410101057816,0.479018208690929,0.480307974553851,0.4881694240797
0.473842483243741,0.491982766248701,0.484830687973146,0.483079093119273,0.480395168089284,0.490965833750923,0.487591553568071,0.483996212094036,0.482203083805517,0.496180127348549,0.490316488848123,0.494920318872845,0.497449727477617,0.498927894363397,0.492324220367224,0.497900828701056,0.492700007392974,0.499132624480818,0.496886937895469,0.498482585697491,0.499322124105024,0.495416560115322,0.498265972225874,0.490724239653378,0.487111543956889,0.48733312229686,0.485557211036941,0.486852743198199,0.490513049933085,0.487627152140229
