"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0.00115886151494436,0.00202334973324381,0.00349421996687196,0.00774570602294944,0.0134625958705432,0.0206839844316684,0.0358467535573569,0.0554856692716902,0.0845169586539134,0.125451892058294,0.176779251458414,0.242837278499294,0.320942088575918,0.404344963793515,0.501929689283834,0.589745455148494,0.670198853763672,0.738234328837254,0.776331967044299,0.784727707296193,0.76509995910619,0.717473001010521,0.645682686293062,0.560164339865587,0.464930503570178,0.37450967008013,0.286128443299042,0.214534854698102,0.15032385030316,0.101672171478426
0.0171309107976978,0.0311933647181863,0.0519802314540126,0.0774978373896565,0.117173451617883,0.177935075157226,0.249106749072184,0.332350007189544,0.432814859456343,0.532834104417933,0.630409180618356,0.725170683694581,0.789911587048472,0.831891365974384,0.836762298795905,0.804530112270808,0.746330557615698,0.654774820419862,0.553479804349808,0.446962973626033,0.339014579181892,0.245311141900248,0.171327322414178,0.108677121907896,0.0642232197306371,0.0333235070691799,0.0149154106341383,0.00278436949040813,0.000418842255077785,8.27278544387941e-05
0.172928638042377,0.237520981809446,0.322050899664729,0.418796334519193,0.517865187006714,0.614475577749431,0.700711826151551,0.774233169077636,0.814366564609526,0.824927913871585,0.80435319050192,0.752385131279888,0.6642063807987,0.567228388318363,0.460544599699478,0.352877085014299,0.267804123001346,0.187828039227183,0.124166753812402,0.0773697785750651,0.0459535514434023,0.0243415963659745,0.0103956573102708,0.00214386543777102,0.000284187783945763,0.000123502757552323,8.35265348893631e-05,7.00371300295325e-05,5.02552338771293e-05,5.03860416417586e-05
0.0704641940879236,0.2159682280813,0.234463870533359,0.340301414959004,0.505078311732456,0.66129247013172,0.679692572841592,0.745597374543881,0.832075783299691,0.858022268932288,0.759696779215652,0.612305812860929,0.713023434958809,0.677139359348926,0.443171278355488,0.439323259269389,0.277452456359761,0.22916561750119,0.107193519769898,0.132982454563501,0.0351471269472386,0.0127379781018752,0.0198944205400688,0.0151590835021376,0.00781304753376891,0.00256158568813046,0.0026210126592074,0.00129980903939418,0.00164559441111198,0.000934169701383852
0.480994820896303,0.817451677548056,0.404246025987961,0.470516306751789,0.627253053730836,0.373364422778445,0.349771429078846,0.490211938100085,0.437606692999956,0.618911781571996,0.497693826454075,0.508373199875744,0.465646554546879,0.471885569080708,0.601919092626953,0.491928940500833,0.589789258569659,0.254135047750071,0.741496375853887,0.559499707007763,0.477908786070562,0.393427235736115,0.182691501344748,0.145395013851034,0.200087067453471,0.112113103531874,0.0854137754775605,0.0363178854859835,0.0466137723011711,0.0201760028299086
0.48853344745758,0.511614034848309,0.505161005209335,0.503705576349068,0.519615736144981,0.473521892986472,0.500454642147496,0.497518370976078,0.493763222944983,0.503159140481141,0.501036749774989,0.496372147462506,0.500650726896596,0.525928807110632,0.497630975860143,0.488263339575965,0.519234119803511,0.488508240090315,0.512193346066473,0.511030781382743,0.511083958401998,0.512742063874116,0.505395320743769,0.455735161396529,0.463868856124611,0.472266940217253,0.431300649689977,0.350675006325316,0.381284237590101,0.301703618023781
0.491435612755114,0.502880506399055,0.499997850691032,0.497214490304694,0.49388293991609,0.503258437686745,0.49090396491495,0.498482921636337,0.496327789538985,0.504564939842265,0.502045425434727,0.500187120055313,0.495173932636143,0.503527373043629,0.503590217606421,0.496521990257948,0.497105610166795,0.499308615438987,0.502291649645094,0.49843106744823,0.51289791423043,0.495828683850024,0.494491226513383,0.496279944762308,0.491470120870269,0.49345423035543,0.496415534080509,0.489037894133716,0.480579074414362,0.475697373510823
0.499174609460131,0.506205108259144,0.500043988966733,0.503048075639024,0.506852458193767,0.500531205507206,0.496258953782068,0.499100834837661,0.501327806805626,0.499997758724289,0.502333047680429,0.501559412862244,0.496199883031,0.497829034030328,0.497532760982187,0.498545579215249,0.499335647530653,0.497568185499455,0.497373607636992,0.497889619050318,0.504424797984052,0.502757636675281,0.500246250292356,0.500354214753,0.50379762135662,0.495354241588452,0.496766794964852,0.496889927354975,0.49184749924317,0.495115224970757
0.496788655888139,0.502724975498168,0.499151456020481,0.505195360018147,0.499221208621603,0.501420563472425,0.507129655462469,0.500408411420462,0.497751983554509,0.502388195674584,0.499304468462947,0.502765685672203,0.504762163413505,0.501919605214089,0.496133759606766,0.499371169370388,0.498933873473907,0.502580487597201,0.496591351311928,0.502233473351342,0.504878117886204,0.496092575790784,0.499412405469757,0.500100139059476,0.496290564522553,0.495452791607656,0.496872967419752,0.49769307528246,0.495535269908748,0.493531785213022
0.503178906472452,0.499244842875063,0.499919008288153,0.504653122180979,0.503618640321195,0.497946504361696,0.50319549676724,0.501308873977062,0.501910319997446,0.505116201665044,0.495887381907102,0.502297474262841,0.501010228937904,0.499662430083486,0.501400691129273,0.497608954967261,0.497039298931593,0.498815580335118,0.500428876351836,0.497954088266631,0.497702108154166,0.497654805806198,0.498095431357344,0.498703344249626,0.501293498899129,0.502086300541685,0.494993324328157,0.49667733480052,0.499281751388393,0.499644722012227
