"x"
-844545.053944765
-844533.823412842
-844508.483399324
-844447.684072904
-844368.814976478
-844185.938993105
-843859.498920485
-843194.898570614
-842049.736971783
-839843.197973098
-835850.995918518
-828680.543981253
-816070.814186171
-794020.263976203
-758312.534644855
-705016.209121994
-631669.099407912
-544038.575064619
-454699.469666092
-378594.732913099
-321494.370458174
-283827.598688109
-259897.598015312
-244698.863517307
-234663.527387289
-227491.326358053
-222070.567065836
-218025.868940482
-214667.714939308
-212136.639812908
-210007.69352235
-208329.383951329
-206862.069027183
-205728.727271644
-204723.357756363
-203874.613816314
-203151.607926228
-202615.115354021
-202143.514472015
-201684.159527018
-201431.900654671
-201135.736020678
-200814.075641038
-200625.515635122
-200513.336866759
-200300.418026927
-200158.449814502
-200068.700694201
-199940.726658947
-199852.214517084
-199730.596893075
-199749.539529962
-199689.110526013
-199574.028569113
-199509.276509185
-199463.294809918
-199407.405861816
-199380.204763548
-199274.651490419
-199243.257793118
-199223.306454759
-199128.558091184
-199070.443122079
-198969.110436656
-198932.547059996
-198909.533800056
-198859.291823171
-198898.378757414
-198865.770792759
-198829.679566266
-198775.28981177
-198809.955093743
-198765.41504545
-198774.549930462
-198754.058741185
-198707.448182118
-198703.509294786
-198665.406650778
-198682.028990084
-198673.509400295
-198629.176609975
-198689.89824995
-198675.800550681
-198647.229636292
-198622.68068395
-198619.922901862
-198599.757796704
-198539.512719773
-198506.749309403
-198487.872787988
-198529.907292495
-198552.868341387
-198512.693205911
-198547.342797956
-198548.837904476
-198468.635479136
-198440.238638625
-198406.925959039
-198431.855480636
-198396.979018854
-198425.421181529
-198381.862378684
-198363.097752693
-198352.747024564
-198292.928473915
-198315.216572379
-198288.479802728
-198335.27760063
-198257.951582552
-198307.627855994
-198251.119966324
-198282.529079375
-198291.471243966
-198355.018702346
-198314.248303331
-198231.709214867
-198267.546197662
-198250.338539859
-198260.458813008
-198219.398775781
-198279.426826549
-198352.40374328
-198315.37097274
-198270.969568291
-198206.876808174
-198180.528463646
-198233.043390886
-198244.836379911
-198269.284184417
-198268.568799584
-198238.201804422
-198195.710810849
-198154.631057442
-198163.611508602
-198185.711163258
-198199.540247005
-198190.418751182
-198222.562968901
-198278.905720873
-198260.561108543
-198264.823445137
-198270.407519178
-198243.019237296
-198229.330897774
-198208.064069687
-198170.715118751
-198195.836754477
-198136.610458898
-198164.759002657
-198161.935667872
-198108.612792515
-198074.359103346
-198110.022483562
-198114.761512948
-198102.417836504
-198105.514236272
-198157.506189296
-198131.467877185
-198063.836375607
-198018.420866978
-198026.189694431
-197995.315217142
-198030.35490482
-198073.855589712
-198041.710839906
-197960.106403275
-198027.246058347
-198073.010827572
-198096.992844306
-198081.477842187
-198076.613403769
-198048.046276329
-198067.068257892
-198064.042041382
-198038.915395233
-198032.567400561
-197977.653982136
-197974.405480828
-197975.341191937
-197953.800128345
-197934.221678969
-197956.49450087
-198041.1918295
-198041.581054464
-198032.62867315
-198017.524939865
-197949.891452716
-197930.839589042
-197979.565157343
-197939.600139528
-197947.434800921
-197924.457237265
-197963.991102407
-197980.353047868
-198003.593380765
-197964.659852375
-197963.473599894
-198007.903036821
-197964.486180526
-198007.241832826
-197948.966912841
-197940.427908674
-197919.660550519
-197917.44555056
-197879.807578948
-197910.982796718
-197943.591631501
-197975.395879824
-197935.836372423
-197909.532301041
-197965.623582197
-197975.647035759
-197959.881637613
-197965.600917742
-197926.816082804
-197908.966564827
-197941.061391602
-197911.860270017
-197926.352266829
-197912.634989642
-197955.666443279
-197965.618599145
-198026.226184342
-198037.92670904
-198076.653585286
-197996.565239532
-197965.822779408
-197933.365077919
-197930.920920194
-197920.800646277
-197904.457256346
-197928.48938411
-197981.025443491
-197973.821084419
-198007.493257631
-197974.475852886
-197990.085507329
-198015.970120292
-197928.505072012
-197926.872501325
-197931.562808987
-197956.888488672
-197958.924288386
-197944.227065279
-197935.174198365
-197987.313842709
-197999.485959585
-197979.415735767
-197930.853095435
-197881.835983314
-197902.621812215
-197941.004209914
-197899.398750855
-197912.805262817
-197890.318599408
-197894.412441499
-197944.993307643
-197923.423606148
-197886.693486913
-197806.992255049
-197783.379834401
-197782.312435859
-197821.248000383
-197832.077408492
-197859.899963924
-197853.498624744
-197909.846380201
-197851.624224371
-197748.111615568
-197772.602509788
-197830.701420437
-197873.816175029
-197886.476428607
-197884.951128755
-197909.436003525
-197928.146761076
-197866.668474736
-197844.363777342
-197859.093845314
-197859.988313098
-197883.023605081
-197824.627331376
-197849.284498899
-197878.282833333
-197863.247585807
-197809.924209067
-197789.684306035
-197824.636342912
-197767.699639657
-197831.583485299
-197859.870421723
-197839.816896681
-197874.157115041
-197841.346207612
-197885.561836939
-197834.82229348
-197840.780470512
-197821.743395288
-197860.200719641
-197801.959123965
-197775.832314886
-197823.180014963
-197845.559283669
-197825.018944887
-197855.195034623
-197840.84447342
-197884.696459664
-197924.22198262
-197899.346510602
-197899.896440536
-197933.26182214
-197946.448256833
-197908.03183718
-197892.225260357
-197851.300217568
-197818.88530183
-197844.625005003
-197851.999459162
-197854.80902099
-197867.94507811
-197866.342503683
-197849.891699138
-197874.967810941
-197869.998492904
-197850.699481985
-197910.54048641
-197887.874024517
-197879.261512592
-197856.098949172
-197845.223756152
-197900.929939076
-197870.989259935
-197838.700189988
-197895.469267215
-197896.433701559
-197921.970964774
-197903.617671244
-197899.864519027
-197889.204187411
-197951.033006635
-197917.283901537
-197905.350593814
-197911.266150998
-197879.230212443
-197860.749533312
-197844.607927372
-197839.264882616
-197894.71487069
-197889.248478737
-197892.166003927
-197871.886210342
-197836.05065898
-197910.675679857
-197909.063578875
-197860.613170484
-197856.3871158
-197898.51851122
-197913.723423926
-197905.152387396
-197944.496357914
-197910.572222449
-197905.504342804
-197876.559518579
-197865.505134543
-197834.636479887
-197868.892754449
-197860.303502968
-197817.398718775
-197817.922516692
-197796.344338637
-197788.632432745
-197727.496611648
-197785.309407227
-197819.075810532
-197862.704364047
-197844.549181842
-197854.864653208
-197850.771308298
-197838.577052906
