"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.997531833488087,0.00224126754269797,0.000186062405256092,3.69776976370908e-05,4.53877987659395e-06,2.33895239160035e-06,1.25210099947511e-06,1.07276001423859e-06,1.07906066801592e-06,1.00812998839062e-06
0.998405745114555,0.00150923463545679,7.72269229247087e-05,7.67069214536864e-06,2.01319175393633e-06,1.39613373415124e-06,1.11129004523185e-06,1.07082322539531e-06,1.0199346624573e-06,1.00312266668587e-06
0.997605136355906,0.00210142486860525,0.000250132918358173,3.76881794709328e-05,5.74180223436306e-06,2.6180348610621e-06,1.53862050661901e-06,1.06268777543195e-06,1.02023510559798e-06,1.002323313159e-06
0.996178298909879,0.00351970780705881,0.000277906283619719,2.16047573520798e-05,3.84152357611836e-06,1.69495299556585e-06,1.24510181410639e-06,1.06379529437849e-06,1.01575824142334e-06,1.00243005638086e-06
0.99843979642698,0.00141941114063472,0.000126687777931824,1.16450664433591e-05,3.73922519396259e-06,1.69944641946216e-06,1.26027097713039e-06,1.21265244435182e-06,1.03494793803675e-06,1.01292747907955e-06
0.997880612464789,0.00199629726265994,0.000113387873817417,9.44173170706036e-06,2.32998165747651e-06,1.25851704670058e-06,1.10013663205996e-06,1.09858971865425e-06,1.01700103255127e-06,1.00287087390446e-06
0.998112727028563,0.0017297772197851,0.000147882238503729,7.97693120433624e-06,3.21716972736976e-06,1.79002488765013e-06,1.11520028624396e-06,1.04373392030295e-06,1.00722892519645e-06,1.00324555196485e-06
0.998506100335714,0.00134625997420054,0.00013308200362742,1.25421955268426e-05,3.73338821041199e-06,1.51765227228492e-06,1.12891071528285e-06,1.09481192800226e-06,1.01657694836173e-06,1.0052286697936e-06
0.998918432601347,0.000936643414479037,0.000124626757234951,1.67130239581235e-05,5.18200710438855e-06,1.52705777342505e-06,1.23501744922378e-06,1.07468624450624e-06,1.03348731444835e-06,1.01685948196951e-06
0.998766996243944,0.00116524537798091,6.02159778911255e-05,7.29796626546881e-06,2.13032470213792e-06,1.40192220316013e-06,1.16059580139295e-06,1.05727908580031e-06,1.02195071788533e-06,1.01301020378848e-06
0.998824586213168,0.00108229996134042,7.29651745491815e-05,1.8322416667465e-05,3.36086375206153e-06,1.67198732813745e-06,1.20542938145522e-06,1.05319728088517e-06,1.01611617205925e-06,1.01411713973238e-06
0.994232986291926,0.00558218591141565,0.000166250390667696,1.4638080115132e-05,5.63811656666659e-06,1.46139378802083e-06,1.13705744085585e-06,1.09344690689363e-06,1.0375953616887e-06,1.01367588568033e-06
0.990773528635374,0.00801244853041713,0.00112831390171003,7.83991173591281e-05,8.05334718925143e-06,1.94662324201571e-06,1.30155644147203e-06,1.07627101632436e-06,1.06277751506459e-06,1.01443741337117e-06
0.994879905973032,0.00485128134465501,0.000247803206948004,1.83910323912433e-05,3.67591344116814e-06,2.12783381200628e-06,1.12717443063908e-06,1.06287735285126e-06,1.00897587565892e-06,1.00816054902426e-06
0.985237661395026,0.0140893544835298,0.000606680229434251,4.402813408105e-05,2.25916722991486e-05,1.90794606731683e-06,1.6304275721691e-06,1.15163513206174e-06,1.07722199629378e-06,1.05610010683612e-06
0.959246788740388,0.0398590473810832,0.000798710302368373,8.12955842076738e-05,1.22730293380664e-05,3.65924527023713e-06,1.88823143645872e-06,1.14725196896062e-06,1.06460095704391e-06,1.04053075504276e-06
0.93317087233255,0.062822673117927,0.0035466063382095,0.000425174066775328,3.17123748497687e-05,4.85785492078877e-06,1.55667736464539e-06,1.12573371287519e-06,1.0404923000307e-06,1.01011844927683e-06
0.923812160401712,0.0737766872752014,0.00215106503127081,0.000218587678056725,3.38100705712215e-05,9.03854756053733e-06,1.96545733159878e-06,1.33698531082189e-06,1.07686196035173e-06,1.01309936851419e-06
0.90604736284065,0.0924349134801088,0.00134588580882225,0.000141805649810612,2.7443390154332e-05,2.48591573422025e-06,3.46106125307696e-06,1.45204465444218e-06,1.03171354230307e-06,1.01676932272249e-06
0.924405427580549,0.0689754399010709,0.00538472728362611,0.00117780911854225,5.30819888112565e-05,5.08555578231252e-06,1.69141540647979e-06,1.17989012768663e-06,1.04032863047636e-06,1.00335036911692e-06
0.889428973811363,0.0975238270665461,0.0121464416699323,0.000780119250739179,0.000108274984703765,1.26770008632568e-05,2.46010347724909e-06,1.3440849232605e-06,1.149657262731e-06,1.01249284816092e-06
0.837716879905567,0.159436165329835,0.00201523580262208,0.000810206948743282,1.90222914335746e-05,4.49346535626533e-06,1.52918707960377e-06,1.11317657875729e-06,1.04650126669905e-06,1.00711100360132e-06
0.809505847335608,0.188577666632442,0.00165126348668383,0.000245165422481437,1.96108135256321e-05,2.54179722901712e-06,1.37954776132191e-06,1.28290202659899e-06,1.05029211523539e-06,1.01311975926262e-06
0.787403741801079,0.208343419449227,0.00379617858593985,0.000406990393088776,4.48264010384342e-05,6.20050113237428e-06,1.67028510845292e-06,1.24787729118824e-06,1.24752620523365e-06,1.01778564128698e-06
0.815437620265125,0.18242271093949,0.0019836031087471,0.000133583453507461,2.00458019324653e-05,4.26012240356439e-06,1.73446447481088e-06,1.15500528930763e-06,1.05038366656292e-06,1.01070899196984e-06
0.789417154986376,0.204842833351955,0.0054231876698012,0.000298444266521289,1.76039737210582e-05,2.86213514822167e-06,1.42273495628833e-06,1.08455472937848e-06,1.03043313807288e-06,1.01058613193612e-06
0.753329671390707,0.244954142147773,0.0015061640981045,0.000189096053442969,1.74667686694357e-05,5.22911916068375e-06,1.60029814286925e-06,1.28467515920485e-06,1.08586777073382e-06,1.03280447920337e-06
0.799750107355003,0.197962363402122,0.00210971314422355,0.000155323450339689,2.15573118559392e-05,3.12887524364123e-06,1.35937787904378e-06,1.13745009777751e-06,1.06249657342867e-06,1.02379276658878e-06
0.809832949731052,0.188258426636549,0.00168922094151703,0.000174945626513149,4.15043682323887e-05,4.9032749633572e-06,1.64756438681664e-06,1.12436352580712e-06,1.06144801888605e-06,1.02711884773865e-06
0.867799430524433,0.124851799530099,0.00617159296650299,0.000851230825375499,0.000313478306647406,1.3292808991941e-05,2.15729517439183e-06,1.3747732335599e-06,1.07024305171405e-06,1.00786944524542e-06
0.884142638146366,0.114475468645535,0.00117375213561694,0.00019574540825314,1.17399800185807e-05,2.97027504635412e-06,1.35104836054847e-06,1.12418268564378e-06,1.04886361717761e-06,1.01277249665866e-06
0.884339155273348,0.114527203849211,0.00105966292973285,6.82183282291679e-05,6.10584367084852e-06,1.91680317865315e-06,1.3751835107065e-06,1.23755309305772e-06,1.04065298885798e-06,1.00588364455278e-06
0.893448497315942,0.101598856129564,0.00467314273226281,0.000258344703898705,1.86998348861051e-05,4.34255671805336e-06,1.41015606264873e-06,1.21552739413889e-06,1.11068785121755e-06,1.01437295026021e-06
0.938072503751784,0.0605739000979782,0.00122280169155566,0.000120905066403121,8.89737633645402e-06,3.03718243492766e-06,1.61675684800212e-06,1.09995560989142e-06,1.05768748602988e-06,1.00932438498631e-06
