"X","Y","gr1","gr2","gr3","gr4"
347975,8554225,0.0223247556959796,0.21274972179012,0.0230824548120282,0.741843067701877
348025,8552875,7.2837805793689e-05,0.00358982548386077,9.30496904965352e-06,0.996328031741296
348075,8552875,0.000140340180331055,0.0011916432038934,2.0532741032906e-05,0.998647483874743
348025,8552925,0.00839920943193211,0.131314215291865,0.0103673154527968,0.849919259823404
348075,8552925,0.00845083155137132,0.128878102559521,0.0108532699951263,0.85181779589398
348125,8552925,0.0084137349918102,0.140279157180409,0.0113695388440727,0.839937568983708
348175,8552925,3.50700829415301e-05,0.00156584975532641,1.53338048078767e-06,0.998397546781251
348225,8552925,0.000383661932598738,0.0241733136732853,5.02465111016289e-05,0.975392777883014
348275,8552925,0.00124226669013842,0.289509358049722,3.22269503567586e-05,0.709216148309783
348325,8552925,2.93143832004349e-05,0.000197593893580474,1.42876357008327e-06,0.999771662959649
348375,8552925,0.000203488997715863,0.00999400084400144,1.43787620762034e-05,0.989788131396206
348425,8552925,0.00194730532585744,0.230979884198948,0.000217748232722481,0.766855062242472
348475,8552925,0.00186694289917308,0.439678620586741,9.26017568139369e-05,0.558361834757272
348525,8552925,0.000523919921366911,0.0125465378134225,1.4616381285352e-05,0.986914925883925
348575,8552925,0.000753994561423211,0.151026804199722,6.42691930163487e-05,0.848154932045839
348025,8552975,0.00115603217510844,0.216456864925658,0.000115732446534816,0.782271370452699
348075,8552975,0.00132392108521545,0.0152692798346941,3.12821446649258e-05,0.983375516935426
348125,8552975,0.00107400488231504,0.192805203983853,0.000110244063053003,0.806010547070779
348175,8552975,0.000351726714205072,0.18146826584765,8.12312969335119e-05,0.818098776141212
348225,8552975,0.00116773079603992,0.38920790855892,0.000871133886954665,0.608753226758086
348275,8552975,0.0012257169363592,0.43987442680419,8.47649301010789e-05,0.55881509132935
348325,8552975,0.00858603122401545,0.73396173300007,0.107129609008007,0.150322626767908
348375,8552975,0.0563455128538543,0.252430284282884,0.00283731093413747,0.688386891929124
348425,8552975,0.0123728568736456,0.222924924854166,0.0142488477101821,0.750453370562004
348475,8552975,0.0107252070767743,0.22983899647802,0.0141016298261866,0.745334166619017
348525,8552975,0.012869065709277,0.234386438123491,0.0134688630348603,0.73927563313237
348575,8552975,0.0556115802337653,0.671393321197049,0.0010191474658797,0.271975951103306
348625,8552975,0.00526833517937383,0.262361848754134,0.000107973746146922,0.732261842320345
348675,8552975,0.000137306980336038,0.00280618245384143,1.40470071108903e-05,0.997042463558712
348725,8552975,0.000986507028379529,0.144994360462768,0.000223950988397038,0.853795181520455
348775,8552975,0.000174793209396384,0.0700122905637412,7.70890380626091e-06,0.929805207323056
348825,8552975,0.000574964702718778,0.0442449798672909,0.000124123843631049,0.955055931586359
348875,8552975,0.00116291976965857,0.170650608267677,3.9194207112245e-05,0.828147277755552
348925,8552975,0.000480830284209665,0.204006743182579,0.000161662403299617,0.795350764129912
348975,8552975,0.000688727705979261,0.280243438310644,8.75851477409582e-05,0.718980248835635
348025,8553025,0.000722540153545624,0.29440383608654,5.44976279404729e-05,0.704819126131974
348075,8553025,0.000119224002057449,0.00441796890949756,1.4306246733957e-05,0.995448500841711
348125,8553025,0.000388111492360234,0.0817470736315897,2.79738265767125e-05,0.917836841049473
348175,8553025,7.54838744352462e-05,0.00130579076951661,2.4492275913229e-05,0.998594233080135
348225,8553025,0.000716002334404851,0.269134573084159,0.000502589290441948,0.729646835290994
348275,8553025,8.9008193078774e-05,0.00133120688632557,1.41264665172897e-05,0.998565658454078
348325,8553025,0.000279342000411533,0.00567031407555116,4.93930667913447e-06,0.994045404617358
348375,8553025,0.00044320414130112,0.0195274982207853,2.82038585835266e-05,0.98000109377933
348425,8553025,0.000269357556872208,0.539450209960294,2.13783869497354e-05,0.460259054095884
348475,8553025,0.000320236387288671,0.237491926874683,5.05276472777202e-05,0.762137309090751
348525,8553025,0.000912946739490503,0.255694912308906,0.00010692987037466,0.743285211081229
348575,8553025,0.000733265524900659,0.0424678687926252,0.000120436130592006,0.956678429551882
348625,8553025,0.0010358148453262,0.28318716395364,0.000148362557084786,0.715628658643949
348675,8553025,0.000416291002902052,0.391673667610665,4.57117241558477e-05,0.607864329662277
348725,8553025,0.00242796635951503,0.386934149240259,0.0149274781680156,0.59571040623221
348775,8553025,0.00193869953760485,0.31788561835983,0.000349497771931068,0.679826184330634
348825,8553025,0.0156048210986916,0.407976739787772,0.0010662330961554,0.575352206017381
348875,8553025,0.012505454341431,0.237360092790786,0.0177010298612471,0.732433423006535
348925,8553025,0.0131291307798489,0.227003555411761,0.0196992542510824,0.740168059557308
348975,8553025,0.0141982256713781,0.217195767299711,0.0208178850357144,0.747788121993196
348025,8553075,0.000850941262269692,0.05830467231199,6.05564370629644e-05,0.940783829988677
348075,8553075,4.67212540060566e-05,0.00266002810757815,8.4308752297105e-06,0.997284819763186
348125,8553075,3.7293958988749e-05,0.000670226425534206,7.7345974819575e-06,0.999284745017995
348175,8553075,6.06082697384886e-05,0.00275618394514764,4.14771465637449e-06,0.997179060070458
348225,8553075,0.000413821588945914,0.00391574751883814,5.90208770997566e-05,0.995611410015116
348275,8553075,0.000840595152378615,0.0121591492719606,2.18384416131885e-05,0.986978417134048
348325,8553075,0.000373941504681806,0.00107421040709956,1.27817477704685e-05,0.998539066340448
348375,8553075,8.96706322368669e-05,0.00204982599596894,4.13036862345472e-05,0.99781919968556
348425,8553075,2.26617834750285e-05,0.00144589136961652,4.82678132587838e-06,0.998526620065583
348475,8553075,0.000532435011702783,0.0393920660071711,8.66197171463775e-05,0.95998887926398
348525,8553075,0.00016923220928141,0.216748020577621,1.40797319174436e-05,0.78306866748118
348575,8553075,0.000722978682621261,0.0293282171341506,5.77661701000196e-05,0.969891038013128
348625,8553075,0.0017568716509185,0.137082713619168,0.000170521650700624,0.860989893079213
348675,8553075,0.00100825237117058,0.318612493515331,6.85852257005778e-05,0.680310668887798
348725,8553075,0.000313218539766936,0.205578080535697,1.95170288354473e-05,0.794089183895701
348775,8553075,0.000859375294156382,0.143107498186093,5.61358254541159e-05,0.855976990694296
348825,8553075,0.00121288122599448,0.220062749779202,0.000119585039535645,0.778604783955267
348875,8553075,0.000951570596609211,0.36538861139005,0.000532985016598497,0.633126832996742
348925,8553075,0.00185289876959328,0.278244333188994,0.000327203548871208,0.719575564492542
348975,8553075,6.56443070135244e-05,0.00088331286794084,5.60401602701952e-06,0.999045438809019
348025,8553125,0.000675304919465089,0.215547613021523,0.000119938551397435,0.783657143507615
348075,8553125,0.000103136915458003,0.00625893939171542,4.86835238056855e-06,0.993633055340446
348125,8553125,0.000440498637831427,0.094179854490301,2.38954149384863e-05,0.905355751456929
348175,8553125,0.0251169195500645,0.644171190800437,0.150909432682702,0.179802456966796
348225,8553125,0.00943552410228155,0.163043731942653,0.0221297298563032,0.80539101409876
348275,8553125,0.00905336606466919,0.146824211155135,0.0186530254878064,0.825469397292389
348325,8553125,0.00949212344985857,0.147825888941144,0.0206105049822388,0.822071482626759
348375,8553125,0.0103303745121551,0.15674135437808,0.0247349468532148,0.808193324256548
348425,8553125,0.00976436226988321,0.176559176171135,0.0197204378094853,0.793956023749497
348475,8553125,0.00918601274276374,0.222974683421514,0.0163272828284055,0.751512021007319
348525,8553125,0.00113446434248599,0.893454726314871,6.81036111604509e-05,0.105342705731483
348575,8553125,0.000337998860093394,0.0174702134802624,3.38960843504512e-05,0.982157891575294
348625,8553125,0.0356938657569535,0.218019693937897,0.00118019755701341,0.745106242748136
348675,8553125,0.000968727659656109,0.0173869732725419,0.000257041219907815,0.981387257847894
348725,8553125,0.00288524157743784,0.571920951645822,0.00617661936263462,0.419017187414105
348775,8553125,0.00338933827228223,0.247097586683418,0.000111177970573343,0.749401897073726
348825,8553125,0.00116576863677254,0.09950010685177,0.000222148168396281,0.899111976343061
348875,8553125,2.69015635971216e-05,0.00110810181709152,2.51188959164694e-06,0.99886248472972
348925,8553125,4.99629081741573e-05,0.00187262451468602,3.93350172939136e-06,0.99807347907541
348975,8553125,0.00222170596876843,0.129645938709646,0.000641813805788456,0.867490541515797
348025,8553175,0.000712505752212236,0.202499947938012,0.000105344514518783,0.796682201795257
348075,8553175,0.00222857353063986,0.147566878958226,0.000109432917989683,0.850095114593145
348125,8553175,0.000453702335801455,0.00381516915905839,4.79254707937355e-06,0.995726335958061
348175,8553175,1.99290851936105e-05,0.00030459591383122,1.08224998308503e-06,0.999674392750992
348225,8553175,0.000181819869214858,0.00422766935657526,1.39678066468717e-05,0.995576542967563
348275,8553175,0.000362122440024521,0.0171313614604157,0.000257109673722562,0.982249406425837
348325,8553175,0.000248680737607518,0.0240005853585772,1.68777191319756e-05,0.975733856184683
348375,8553175,0.023332766255384,0.0251672827698415,0.150289080568802,0.801210870405972
348425,8553175,0.00196736561018736,0.0822263998786677,6.67996371654672e-05,0.915739434873979
348475,8553175,0.000489645292625189,0.312855443678242,6.95374585616543e-05,0.686585373570571
348525,8553175,0.000181627931798227,0.0021107492232409,0.000117143517871013,0.99759047932709
348575,8553175,0.000913275373983998,0.0415955382526616,4.47539972183432e-05,0.957446432376136
348625,8553175,0.00131722139323116,0.458796259419025,4.45804096472673e-05,0.539841938778096
348675,8553175,0.0108632611247254,0.210288570399797,0.000622174423638901,0.778225994051839
348725,8553175,0.0132114735857177,0.246942212629808,0.0262935756742585,0.713552738110215
348775,8553175,0.0131458312051431,0.232844658523125,0.0245139305853846,0.729495579686348
348825,8553175,0.013180920099943,0.211155697319874,0.0232206173970944,0.75244276518309
348875,8553175,0.0133895857962467,0.202881098250148,0.0235871495351507,0.760142166418453
348925,8553175,0.0140109130602968,0.212270957686136,0.0298019599074073,0.74391616934616
348975,8553175,0.0198581988826742,0.148962383562177,0.167862241269067,0.663317176286082
348025,8553225,0.00215028668169187,0.117013383647212,5.15039841594787e-05,0.880784825686937
348075,8553225,0.000251853282336268,0.127067015987832,1.8217759237708e-05,0.872662912970594
348125,8553225,0.00478110291983776,0.0246250642211642,0.000103042317039063,0.970490790541959
348175,8553225,0.00189561546611587,0.338649881657246,6.0446408142187e-05,0.659394056468496
348225,8553225,0.00122974441037751,0.341254966007971,0.000246522534010469,0.657268767047641
348275,8553225,0.011474628064156,0.396832772012133,0.161943730230179,0.429748869693532
348325,8553225,0.000963830712442534,0.0298273791474586,7.94852951227797e-05,0.969129304844976
348375,8553225,0.00239517940781371,0.357390234394909,0.00239078812773563,0.637823798069541
348425,8553225,5.55291673256129e-05,0.00255308787798283,2.0055060476706e-06,0.997389377448644
348475,8553225,0.00152182302377781,0.216991245148692,8.06221295233517e-05,0.781406309698007
348525,8553225,0.00142934805982579,0.091923409553987,5.8288110903115e-05,0.906588954275284
348575,8553225,0.000332769057883003,0.0631502243911386,1.36164708344359e-05,0.936503390080144
348625,8553225,0.00109257404105397,0.246889107399969,0.000383108968080324,0.751635209590897
348675,8553225,0.0275671755850863,0.24213705480889,0.131685341591871,0.598610428014153
