"X","Y","median","q99","nobs"
347775,8553675,16.52,23.55,25000
347775,8553725,17.39,25.34,25000
347775,8553775,14.52,22.8601,25000
347775,8553825,16.08,22.2101,25000
347775,8553875,15.86,25.1,25000
347775,8553925,14.04,22.7601,25000
347775,8553975,14.42,22.4201,25000
347775,8554025,15.12,21.39,25000
347775,8554075,15.44,22.64,25000
347775,8554125,13.28,23.56,25000
347775,8554175,13.86,24.63,25000
347825,8553575,15.05,22.25,24405
347825,8553625,14.81,24.13,25000
347825,8553675,16.53,25.4501,25000
347825,8553725,15.68,21.17,25000
347825,8553775,14.77,20.83,25000
347825,8553825,15.55,20.6,25000
347825,8553875,14.25,20.95,25000
347825,8553925,14.44,24.8501,25000
347825,8553975,14.47,22.02,25000
347825,8554025,11.98,21.02,25000
347825,8554075,14.75,20.89,25000
347825,8554125,14.14,23.35,25000
347825,8554175,14.07,22.7001,25000
347875,8553575,15.47,21.4,21950
347875,8553625,15.72,21.7801,25000
347875,8553675,15.71,21.65,25000
347875,8553725,15.76,22.99,25000
347875,8553775,14.34,20.51,25000
347875,8553825,15.22,22.0901,25000
347875,8553875,15.1,22.47,25000
347875,8553925,15.12,20.6601,25000
347875,8553975,15.27,21.95,25000
347875,8554025,15.11,21.12,25000
347875,8554075,14.06,20.4001,25000
347875,8554125,15.54,24.29,25000
347875,8554175,13.78,22.52,25000
347875,8554225,12.38,20.48,25000
347925,8553575,16.14,21.4,25000
347925,8553625,15.06,21.27,25000
347925,8553675,15.24,21.98,25000
347925,8553725,16.68,24.04,25000
347925,8553775,14.78,33.26,25000
347925,8553825,16.4,27.29,25000
347925,8553875,14.63,22.2101,25000
347925,8553925,15.13,23.68,25000
347925,8553975,15.7,23.92,25000
347925,8554025,15.79,24.13,25000
347925,8554075,15.4,22.74,25000
347925,8554125,16.61,21.8,25000
347925,8554175,13.42,18.72,25000
347925,8554225,10.62,24.2101,25000
347975,8553575,15.71,22.19,24054
347975,8553625,17.15,22.77,25000
347975,8553675,15.61,23.94,25000
347975,8553725,15.41,22.6201,25000
347975,8553775,15.93,25.4401,25000
347975,8553825,16.87,27.24,25000
347975,8553875,15.94,23.5401,25000
347975,8553925,15.44,26.7204,25000
347975,8553975,14.5,22.59,25000
347975,8554025,14.4,23.87,25000
347975,8554075,14.62,21.92,25000
347975,8554125,14.53,20.87,25000
347975,8554175,14.48,23.3001,25000
347975,8554225,10.96,17.03,25000
348025,8553575,16.11,22.25,19908
348025,8553625,15.06,24.7001,25000
348025,8553675,16.01,26.47,25000
348025,8553725,14.29,20.73,25000
348025,8553775,14.72,23.73,25000
348025,8553825,16.13,22.71,25000
348025,8553875,13.97,20.21,25000
348025,8553925,15.02,27.4901,25000
348025,8553975,15.03,22.35,25000
348025,8554025,13.85,24.52,25000
348025,8554075,14.01,19.59,25000
348025,8554125,13.5,18.2001,25000
348025,8554175,14.8,20.19,25000
348025,8554225,9.72000000000003,18.43,25000
348075,8553575,15.49,20.0727,23474
348075,8553625,14.41,22.81,25000
348075,8553675,14.85,21.93,25000
348075,8553725,15.17,20.8901,25000
348075,8553775,15.92,21.9401,25000
348075,8553825,14.55,26.8,25000
348075,8553875,14.37,19.33,25000
348075,8553925,14.46,22.9502,25000
348075,8553975,14.71,26.72,25000
348075,8554025,11.5,19.04,25000
348075,8554075,14.74,21.06,25000
348075,8554125,16.08,21.58,25000
348075,8554175,13.82,20.9901,25000
348075,8554225,8.67000000000002,17.1201,25000
348125,8553575,13.46,22.48,20547
348125,8553625,15.97,22.93,25000
348125,8553675,14.86,24.68,25000
348125,8553725,16.98,23.82,25000
348125,8553775,15.27,23.86,25000
348125,8553825,14.47,21.8402,25000
348125,8553875,14.82,23.1,25000
348125,8553925,12.3,21.4601,25000
348125,8553975,14.4,22.89,25000
348125,8554025,13.13,24.1001,25000
348125,8554075,17.26,23.5801,25000
348125,8554125,16.55,24.24,25000
348125,8554175,13.51,21.81,25000
348125,8554225,6.76999999999998,15.74,25000
348175,8553575,15.77,23.39,24151
348175,8553625,16.05,22.88,25000
348175,8553675,13.63,20.43,25000
348175,8553725,16.15,23.81,25000
348175,8553775,15.11,25.64,25000
348175,8553825,15.54,21.6601,25000
348175,8553875,13.51,24.9301,25000
348175,8553925,14.44,23.42,25000
348175,8553975,15.39,20.7801,25000
348175,8554025,12.79,21.3601,25000
348175,8554075,13.42,21.26,25000
348175,8554125,12.89,23.61,25000
348175,8554175,15.85,22.73,25000
348175,8554225,9.29000000000002,17.7301,25000
348225,8553575,15.02,20.2535,19466
348225,8553625,16.55,22.71,25000
348225,8553675,13.85,21.0401,25000
348225,8553725,13.07,21.1901,25000
348225,8553775,13.14,20.9901,25000
348225,8553825,13,18.07,25000
348225,8553875,11.485,21.6401,25000
348225,8553925,13.09,20.22,25000
348225,8553975,13.26,22.7601,25000
348225,8554025,14.28,21.6302,25000
348225,8554075,14.17,22.83,25000
348225,8554125,15.19,23.5601,25000
348225,8554175,15.61,22.3901,25000
348225,8554225,10.35,17.07,25000
348275,8553575,16.75,22.04,25000
348275,8553625,14.02,21.14,25000
348275,8553675,13.09,22.6801,25000
348275,8553725,14.48,22.27,25000
348275,8553775,13.67,21.47,25000
348275,8553825,14.41,20.32,25000
348275,8553875,13.19,22.14,25000
348275,8553925,14.48,26.34,25000
348275,8553975,14.84,23.64,25000
348275,8554025,14.11,25.4401,25000
348275,8554075,11.64,22.08,25000
348275,8554125,11.655,20.8501,25000
348275,8554175,13.835,23.2,25000
348275,8554225,2.47000000000003,16.1801,25000
348325,8553575,13.63,19.69,20834
348325,8553625,14.13,21.7,25000
348325,8553675,12.48,23.84,25000
348325,8553725,12.89,19.88,25000
348325,8553775,13.98,22.39,25000
348325,8553825,13.08,20.1601,25000
348325,8553875,13.12,23.17,25000
348325,8553925,12.86,21.3901,25000
348325,8553975,13.13,22.34,25000
348325,8554025,11.84,25.26,25000
348325,8554075,12.53,22.44,25000
348325,8554125,15.08,23.3801,25000
348325,8554175,12.33,23.53,25000
348325,8554225,6.81999999999999,20.42,25000
348325,8554275,1.24000000000001,1.70999999999998,23957
348375,8553575,14.51,20.0999,21702
348375,8553625,14.95,23.89,25000
348375,8553675,14.95,22.03,25000
348375,8553725,13.6,22.08,25000
348375,8553775,13.12,21.64,25000
348375,8553825,13.59,23.6601,25000
348375,8553875,12.42,21.54,25000
348375,8553925,13.89,21.0401,25000
348375,8553975,10.61,22.02,25000
348375,8554025,12.06,24.0801,25000
348375,8554075,11.195,25.37,25000
348375,8554125,12.29,19.45,25000
348375,8554175,13.26,23.3,25000
348375,8554225,10.67,19.7401,25000
348375,8554275,0.870000000000005,1.24000000000001,25000
348425,8553575,14.25,21.63,25000
348425,8553625,13.59,20.33,25000
348425,8553675,14.61,24.74,25000
348425,8553725,14.5,24.21,25000
348425,8553775,16.18,24.7101,25000
348425,8553825,13.83,20.55,25000
348425,8553875,12.59,19.5901,25000
348425,8553925,13.03,20.6601,25000
348425,8553975,13.35,22.12,25000
348425,8554025,14.17,21.84,25000
348425,8554075,12.26,22.6,25000
348425,8554125,12.16,24.51,25000
348425,8554175,13.73,24.04,25000
348425,8554225,10.18,25.2,25000
348425,8554275,0.269999999999982,0.670000000000016,25000
348475,8553575,13.97,21.92,25000
348475,8553625,15.08,22.5201,25000
348475,8553675,14.91,24.0401,25000
348475,8553725,16.33,26.53,25000
348475,8553775,16.165,22.93,25000
348475,8553825,13.68,20.42,25000
348475,8553875,14.01,22.18,25000
348475,8553925,13.14,23.33,25000
348475,8553975,14.08,24.54,25000
348475,8554025,13.57,21.39,25000
348475,8554075,12.94,21.62,25000
348475,8554125,14.11,24.3401,25000
348475,8554175,14.89,22.8301,25000
348475,8554225,9.10000000000002,21.7001,25000
348475,8554275,0.670000000000016,1.23000000000002,25000
348525,8553575,12.13,19.23,23967
348525,8553625,15.95,22.06,25000
348525,8553675,13.13,26.42,25000
348525,8553725,15.77,25.7,25000
348525,8553775,15.45,24.32,25000
348525,8553825,15.31,20.8901,25000
348525,8553875,12.02,20.26,25000
348525,8553925,13.5,23.7801,25000
348525,8553975,15.73,22.51,25000
348525,8554025,14.91,22.56,25000
348525,8554075,13.65,20.8801,25000
348525,8554125,16.61,25.5,25000
348525,8554175,15.96,24.5501,25000
348525,8554225,10.96,19.6,25000
348525,8554275,1.15000000000003,1.56,25000
348575,8553575,15.48,21.45,25000
348575,8553625,15.66,21.82,25000
348575,8553675,13.74,21.4,25000
348575,8553725,14.12,21.99,25000
348575,8553775,15.46,24,25000
348575,8553825,14.55,20.87,25000
348575,8553875,14.11,20.48,25000
348575,8553925,13.59,26.8101,25000
348575,8553975,12.77,22.96,25000
348575,8554025,13.835,25.9601,25000
348575,8554075,16.04,23.08,25000
348575,8554125,13.53,24.6301,25000
348575,8554175,14.86,25.0801,25000
348575,8554225,10.92,20.8201,25000
348575,8554275,0.54,0.93,25000
348625,8553575,16.1,22.37,25000
348625,8553625,15.66,22.0301,25000
348625,8553675,14.83,22.52,25000
348625,8553725,14.53,20.4,25000
348625,8553775,12.65,23.9202,25000
348625,8553825,13.36,23.06,25000
348625,8553875,15.82,25.24,25000
348625,8553925,13.31,24.69,25000
348625,8553975,12.35,19.2001,25000
348625,8554025,13.58,21.11,25000
348625,8554075,15.93,24.6,25000
348625,8554125,12.88,22.11,25000
348625,8554175,12.515,21.33,25000
348625,8554225,10.23,23.7701,25000
348625,8554275,0.89,1.28,25000
348675,8553575,16.65,22.81,25000
348675,8553625,15.2,27.1501,25000
348675,8553675,14.41,22.1,25000
348675,8553725,13.93,28.96,25000
348675,8553775,12.64,19.66,25000
348675,8553825,14.66,21.18,25000
348675,8553875,14.98,23.27,25000
348675,8553925,14.585,22.8503,25000
348675,8553975,13.62,24.43,25000
348675,8554025,12.035,21.9401,25000
348675,8554075,11.56,21.55,25000
348675,8554125,14.26,25.7301,25000
348675,8554175,12.36,23.33,25000
348675,8554225,10.14,24.52,25000
348675,8554275,0.21,0.55,25000
348725,8553575,17.64,25.5801,25000
348725,8553625,14.12,22.3601,25000
348725,8553675,14.09,21.88,25000
348725,8553725,16.27,23.11,25000
348725,8553775,16.03,24.27,25000
348725,8553825,14.92,24.5,25000
348725,8553875,13.55,21.73,25000
348725,8553925,13.09,22.31,25000
348725,8553975,13.15,23.07,25000
348725,8554025,13.32,23.7601,25000
348725,8554075,12.03,21.2101,25000
348725,8554125,12.23,23.04,25000
348725,8554175,11.27,24.24,25000
348725,8554225,11.07,16.2301,25000
348725,8554275,0.42,1.05,25000
348775,8553575,11.15,20.9301,25000
348775,8553625,13.28,21.86,25000
348775,8553675,14.7,25.1401,25000
348775,8553725,15.11,22.14,25000
348775,8553775,15.33,25.84,25000
348775,8553825,16.07,26.9103,25000
348775,8553875,15.27,23.5101,25000
348775,8553925,13.54,20.97,25000
348775,8553975,13.63,22.6101,25000
348775,8554025,14.08,21.5001,25000
348775,8554075,14.405,24.4701,25000
348775,8554125,14.85,24.7301,25000
348775,8554175,10.38,22.5601,25000
348775,8554225,8.09,17.07,25000
348775,8554275,0.77,1.12,25000
348825,8553575,11.12,21.47,25000
348825,8553625,13.91,22.19,25000
348825,8553675,14.3,22.8,25000
348825,8553725,17.08,22.9,25000
348825,8553775,15.65,24.88,25000
348825,8553825,14.53,26.1101,25000
348825,8553875,12.61,23.8301,25000
348825,8553925,14.2,24.83,25000
348825,8553975,14.57,21.3801,25000
348825,8554025,13.56,29.59,25000
348825,8554075,16.36,23.41,25000
348825,8554125,14.89,23.7401,25000
348825,8554175,13.36,22.58,25000
348825,8554225,8,14.8702,25000
348825,8554275,0.92,1.22,25000
348825,8554325,0.63,1.17,25000
348875,8553575,15.38,23.62,25000
348875,8553625,14.52,25.06,25000
348875,8553675,15.16,23.93,25000
348875,8553725,17.11,22.29,25000
348875,8553775,16.04,24.01,25000
348875,8553825,16.69,23.2701,25000
348875,8553875,13.68,21.1,25000
348875,8553925,13.85,25.81,25000
348875,8553975,13.52,21.89,25000
348875,8554025,13.14,30.3601,25000
348875,8554075,13.84,21.44,25000
348875,8554125,13.42,21.67,25000
348875,8554175,13.505,20.74,25000
348875,8554225,8.85,18.96,25000
348875,8554275,1.04,1.36,25000
348875,8554325,0.74,1.07,25000
348925,8553575,15.24,21.74,25000
348925,8553625,14.4,21.8,25000
348925,8553675,13.05,21.93,25000
348925,8553725,14.76,21.77,25000
348925,8553775,16.89,25.4301,25000
348925,8553825,15.1,22.44,25000
348925,8553875,11.97,24.8901,25000
348925,8553925,14.9,20.29,25000
348925,8553975,12.83,20.63,25000
348925,8554025,13.71,21.6601,25000
348925,8554075,14.91,20.8,25000
348925,8554125,13.11,22.7101,25000
348925,8554175,12.7,20.8801,25000
348925,8554225,9.26,19.1301,25000
348925,8554275,1.13,1.44,25000
348925,8554325,0.79,1.1,25000
348975,8553575,14.76,22.29,25000
348975,8553625,14.81,23.31,25000
348975,8553675,14.44,23.88,25000
348975,8553725,12.31,21.4001,25000
348975,8553775,12.75,24.5302,25000
348975,8553825,9.8,20.98,25000
348975,8553875,13.67,23.96,25000
348975,8553925,14.14,22.0601,25000
348975,8553975,14.27,21.39,25000
348975,8554025,12.55,22.15,25000
348975,8554075,12.09,20.1901,25000
348975,8554125,12.93,25.14,25000
348975,8554175,13.68,20.29,25000
348975,8554225,9.18,18.9901,25000
348975,8554275,0.25,0.56,25000
348975,8554325,0.85,1.25,25000
349025,8553575,12.43,19.9301,25000
349025,8553625,12.45,20.7901,25000
349025,8553675,18.01,27.85,25000
349025,8553725,15.13,24.5501,25000
349025,8553775,14.68,24.68,25000
349025,8553825,10.52,22.6301,25000
349025,8553875,13.09,29.5,25000
349025,8553925,13.13,20.13,25000
349025,8553975,13.25,25.5901,25000
349025,8554025,13.9,24.82,25000
349025,8554075,12.67,20.28,25000
349025,8554125,13.97,19.98,25000
349025,8554175,11.59,20.6001,25000
349025,8554225,8.28,27.28,25000
349025,8554275,0.38,0.68,25000
349025,8554325,0.96,1.36,25000
349075,8553575,14.21,21.44,25000
349075,8553625,17,23.9401,25000
349075,8553675,14.46,21.7001,25000
349075,8553725,14.48,24.61,25000
349075,8553775,13.96,24.3001,25000
349075,8553825,14,24.08,25000
349075,8553875,12.18,24.79,25000
349075,8553925,15.42,24.64,25000
349075,8553975,13.87,24.58,25000
349075,8554025,14.34,24.2,25000
349075,8554075,12.58,22.04,25000
349075,8554125,14.47,22.21,25000
349075,8554175,11.39,21.82,25000
349075,8554225,8.95,20.67,25000
349075,8554275,0.5,3.8601,25000
349075,8554325,1.1,1.47,25000
349125,8553575,16.82,24.7801,25000
349125,8553625,15.31,23.46,25000
349125,8553675,15.55,21.28,25000
349125,8553725,15.42,23.9602,25000
349125,8553775,11.35,25.67,25000
349125,8553825,13.91,20.82,25000
349125,8553875,12.54,23.2501,25000
349125,8553925,13.6,23.34,25000
349125,8553975,14.95,24.45,25000
349125,8554025,15.08,24.18,25000
349125,8554075,12.33,22.46,25000
349125,8554125,12.97,20.27,25000
349125,8554175,14.02,22.4901,25000
349125,8554225,9.31,19.02,25000
349125,8554275,0.64,9.32,25000
349125,8554325,0.23,0.58,25000
349175,8553575,16.17,20.8301,25000
349175,8553625,15.45,24.3702,25000
349175,8553675,11.41,21.4801,25000
349175,8553725,11.92,26.65,25000
349175,8553775,11.26,23.46,25000
349175,8553825,9.74,21.79,25000
349175,8553875,11.87,25.19,25000
349175,8553925,14.45,24.9201,25000
349175,8553975,14.17,24.32,25000
349175,8554025,14.26,24.21,25000
349175,8554075,10.99,23.1201,25000
349175,8554125,12.38,22.13,25000
349175,8554175,10.23,24.4201,25000
349175,8554225,7.5,19.7401,25000
349175,8554275,0.72,5.08,25000
349175,8554325,0.32,0.65,25000
349225,8553575,12.38,19.72,25000
349225,8553625,13.9,24.8501,25000
349225,8553675,11.33,22.62,25000
349225,8553725,8.96,26.2201,25000
349225,8553775,13.16,20.5001,25000
349225,8553825,9.69,16.26,25000
349225,8553875,18.3,27.12,25000
349225,8553925,9.59,26.08,25000
349225,8553975,9.745,22.8101,25000
349225,8554025,6.93,21.85,25000
349225,8554075,9.23,20.1801,25000
349225,8554125,9.73,28.73,25000
349225,8554175,7.13,18.74,25000
349225,8554225,7.25,12.3,25000
349225,8554275,0.84,6.03,25000
349225,8554325,0.44,0.78,25000
349275,8553575,12.38,19.67,21790
349275,8553625,13.28,22.5302,25000
349275,8553675,14.02,25.41,25000
349275,8553725,9.56,23.5902,25000
349275,8553775,11.76,18.76,25000
349275,8553825,7.73,24.27,25000
349275,8553875,9.56,26.9101,25000
349275,8553925,14.18,24.2,25000
349275,8553975,8.98,19.69,25000
349275,8554025,6.87,19.43,25000
349275,8554075,7.89,24.2401,25000
349275,8554125,10.05,21.2502,25000
349275,8554175,6.69,23.9801,25000
349275,8554225,7.66,23.0501,25000
349275,8554275,0.94,9.4,25000
349275,8554325,0.52,0.88,25000
349325,8553575,13.1,22.4925,23176
349325,8553625,14,22.69,25000
349325,8553675,10.95,23.47,25000
349325,8553725,8.85,27.95,25000
349325,8553775,13.53,26.62,25000
349325,8553825,7.63,22.92,25000
349325,8553875,11.99,24.7101,25000
349325,8553925,11.04,23.93,25000
349325,8553975,12.54,20.41,25000
349325,8554025,11.71,19.7401,25000
349325,8554075,7.21,26.45,25000
349325,8554125,6.66,20.94,25000
349325,8554175,9.45,15.03,25000
349325,8554225,5.695,10.73,25000
349325,8554275,1.01,7.1001,25000
349325,8554325,0.62,0.96,25000
349325,8554375,1.15,1.47,25000
349375,8553575,10.82,23.0603,24898
349375,8553625,12.03,23.97,25000
349375,8553675,10.1,24,25000
349375,8553725,10.12,24.0901,25000
349375,8553775,10.735,26.44,25000
349375,8553825,5.48,19.5701,25000
349375,8553875,17.26,23.59,25000
349375,8553925,10.9,23.83,25000
349375,8553975,11.56,22.61,25000
349375,8554025,12.79,22.6601,25000
349375,8554075,6.26,20.57,25000
349375,8554125,8.81,24.1401,25000
349375,8554175,6.79,17.91,25000
349375,8554225,4.85,11.5901,25000
349375,8554275,1.1,6.3601,25000
349375,8554325,0.7,1.05,25000
349375,8554375,1.19,1.51,24108
349425,8553575,10.94,20.08,25000
349425,8553625,6.85,21.72,25000
349425,8553675,9.29,25.99,25000
349425,8553725,11.37,20.9,25000
349425,8553775,8.96,22.1,25000
349425,8553825,5.94,22.8,25000
349425,8553875,10.255,29.45,25000
349425,8553925,9.955,25.95,25000
349425,8553975,14.29,20.34,25000
349425,8554025,8.95,19.7501,25000
349425,8554075,6.42,26.2201,25000
349425,8554125,5.99,24.1901,25000
349425,8554175,8.27,14.68,25000
349425,8554225,8.64,14.2202,25000
349425,8554275,0.24,8.08,25000
349425,8554325,0.79,1.16,25000
349425,8554375,0.29,0.61,25000
349475,8553575,8.46,17.55,22335
349475,8553625,9.01,23.34,25000
349475,8553675,8.56,21.0801,25000
349475,8553725,9.83,27.97,25000
349475,8553775,12.17,23.3201,25000
349475,8553825,6.32,21.9101,25000
349475,8553875,2.85,20.53,25000
349475,8553925,6.91,21.05,25000
349475,8553975,8.49,22.2101,25000
349475,8554025,7.14,20.9,25000
349475,8554075,7.58,24.6201,25000
349475,8554125,5.62,25.1,25000
349475,8554175,6.87,14.15,25000
349475,8554225,8.195,14.7501,25000
349475,8554275,0.31,7.39,25000
349475,8554325,0.92,1.29,25000
349475,8554375,0.36,0.74,25000
349525,8553575,8.76,25.67,18787
349525,8553625,12.15,20.3,25000
349525,8553675,14.59,24.95,25000
349525,8553725,14.35,25.88,25000
349525,8553775,13.11,25.31,25000
349525,8553825,13.22,23.02,25000
349525,8553875,14.01,21.49,25000
349525,8553925,17.11,26.18,25000
349525,8553975,11.25,22.75,25000
349525,8554025,9.92,21.7301,25000
349525,8554075,8.19,25.1201,25000
349525,8554125,3.61,23.78,25000
349525,8554175,3.72,13.5401,25000
349525,8554225,8.18,13.17,25000
349525,8554275,0.54,8.75,25000
349525,8554325,1.01,1.49,25000
349525,8554375,0.44,0.9,25000
349575,8553575,9.11,20.75,20205
349575,8553625,11.59,27.41,25000
349575,8553675,14.24,26.3,25000
349575,8553725,13.6,23.28,25000
349575,8553775,13.78,26.48,25000
349575,8553825,17.44,29.08,25000
349575,8553875,17.05,25.31,25000
349575,8553925,17.89,25.85,25000
349575,8553975,12.705,24.1101,25000
349575,8554025,7.92,29.31,25000
349575,8554075,4.49,26.2202,25000
349575,8554125,5.46,15.8702,25000
349575,8554175,4.31,21.1601,25000
349575,8554225,7.49,20.2,25000
349575,8554275,0.66,10.1701,25000
349575,8554325,0.2,0.59,25000
349575,8554375,0.62,1.01,25000
349625,8553575,9.62,21.0301,25000
349625,8553625,9.56,28.7301,25000
349625,8553675,8.64,26.41,25000
349625,8553725,9.9,29.42,25000
349625,8553775,6.56,18.15,25000
349625,8553825,17.94,28.1001,25000
349625,8553875,17.98,28.98,25000
349625,8553925,11.435,21.43,25000
349625,8553975,10.54,22.73,25000
349625,8554025,4.04,20.6801,25000
349625,8554075,3.68,22.9601,25000
349625,8554125,5.19,17.1901,25000
349625,8554175,4.72,13.7301,25000
349625,8554225,6.78,12.91,25000
349625,8554275,0.99,9.0701,25000
349625,8554325,0.4,0.77,25000
349625,8554375,0.79,1.1901,25000
349675,8553575,11.83,24.7388,24913
349675,8553625,7.84,25.4002,25000
349675,8553675,6.33,24.8501,25000
349675,8553725,3.85,19.21,25000
349675,8553775,7.17,22.47,25000
349675,8553825,11.5,26.87,25000
349675,8553875,9.58,25.4601,25000
349675,8553925,6.85,25.63,25000
349675,8553975,5.91,18.26,25000
349675,8554025,1.3,8.7001,25000
349675,8554075,1.49,28.94,25000
349675,8554125,1.81,27.7001,25000
349675,8554175,5.96,13.82,25000
349675,8554225,7.72,23.6001,25000
349675,8554275,0.19,9.15,25000
349675,8554325,0.56,1.32,25000
349675,8554375,1.04,1.45,25000
349725,8553575,9.61,23.08,25000
349725,8553625,11.55,28.26,25000
349725,8553675,9.25,20.57,25000
349725,8553725,7.81,24.3702,25000
349725,8553775,8.73,24.69,25000
349725,8553825,13.89,26.58,25000
349725,8553875,7.16,24.6201,25000
349725,8553925,5.68,26.82,25000
349725,8553975,4.74,25.55,25000
349725,8554025,1.5,16.9601,25000
349725,8554075,1.33,6.52,25000
349725,8554125,1.7,10.8801,25000
349725,8554175,4.92,10.5301,25000
349725,8554225,8.18,12.33,25000
349725,8554275,0.45,10.1802,25000
349725,8554325,0.86,1.41,25000
349725,8554375,0.3,0.68,25000
349775,8553575,16.57,28.51,19918
349775,8553625,12.91,25.2701,25000
349775,8553675,9.7,21.3801,25000
349775,8553725,8.42,23.26,25000
349775,8553775,10.93,24.47,25000
349775,8553825,12.77,27.4101,25000
349775,8553875,6.49,27.6701,25000
349775,8553925,3.36,21.6,25000
349775,8553975,3.445,20.3001,25000
349775,8554025,1.2,19.3201,25000
349775,8554075,0.94,9.57,25000
349775,8554125,0.73,9.82,25000
349775,8554175,4.39,12.75,25000
349775,8554225,7.26,12.05,25000
349775,8554275,0.72,10.9001,25000
349775,8554325,0.17,0.61,25000
349775,8554375,0.51,1.3,25000
349775,8554425,1,1.37,19655
349825,8553575,11.07,25.808,23021
349825,8553625,15.365,24.53,25000
349825,8553675,14.305,29.3901,25000
349825,8553725,11.56,25.75,25000
349825,8553775,14.05,26.78,25000
349825,8553825,10.08,19.96,25000
349825,8553875,9.63,28.51,25000
349825,8553925,3.81,24.57,25000
349825,8553975,1.1,19.47,25000
349825,8554025,1.13,24.9701,25000
349825,8554075,1.71,28.03,25000
349825,8554125,2.4,9.9001,25000
349825,8554175,0.84,8.7301,25000
349825,8554225,6.58,10.6501,25000
349825,8554275,1.08,10.93,25000
349825,8554325,0.47,0.93,25000
349825,8554375,0.89,1.39,25000
349825,8554425,0.31,0.66,25000
349875,8553575,14.9,25.54,25000
349875,8553625,12.47,28.4,25000
349875,8553675,9.9,29.2,25000
349875,8553725,9.29,21.63,25000
349875,8553775,12.27,28.69,25000
349875,8553825,8.41,25.6601,25000
349875,8553875,5.04,15.88,25000
349875,8553925,3.09,24.35,25000
349875,8553975,4.85,23.66,25000
349875,8554025,9.2,20.55,25000
349875,8554075,9.01,16.84,25000
349875,8554125,4.68,21.14,25000
349875,8554175,2.81,9.72,25000
349875,8554225,8.44,11.75,25000
349875,8554275,0.45,10.21,25000
349875,8554325,0.82,1.34,25000
349875,8554375,0.27,0.75,25000
349875,8554425,0.63,1.27,25000
349925,8553575,12.04,24.06,25000
349925,8553625,19.68,28.29,25000
349925,8553675,16.97,25.5501,25000
349925,8553725,10.71,23.45,25000
349925,8553775,9.98,24.69,25000
349925,8553825,12.22,28.3201,25000
349925,8553875,5.995,26.5701,25000
349925,8553925,6.25,12.4401,25000
349925,8553975,7.31,17.29,25000
349925,8554025,8.78,16.8,25000
349925,8554075,8.365,22.5601,25000
349925,8554125,3.96,11.47,25000
349925,8554175,5.21,11.89,25000
349925,8554225,8.02,12.64,25000
349925,8554275,0.78,9.96,25000
349925,8554325,0.23,0.78,25000
349925,8554375,0.66,1.3,25000
349925,8554425,1.06,1.61,25000
349975,8553575,9.42,25.1601,25000
349975,8553625,13.57,27.93,25000
349975,8553675,10.16,25.27,25000
349975,8553725,11.12,22.05,25000
349975,8553775,9.73,24.36,25000
349975,8553825,11.21,28.2,25000
349975,8553875,7.44,25.4001,25000
349975,8553925,7.06,23.15,25000
349975,8553975,7.49,14.14,25000
349975,8554025,9.01,16.4601,25000
349975,8554075,6.39,13.5501,25000
349975,8554125,8.1,14.1,25000
349975,8554175,8.65,14.3801,25000
349975,8554225,8.82,14.12,25000
349975,8554275,0.29,10.12,25000
349975,8554325,0.65,1.45,25000
349975,8554375,1.12,1.71,25000
349975,8554425,0.49,1.06,25000
350025,8553575,11.31,25.2201,25000
350025,8553625,10.2,26.6101,25000
350025,8553675,9.12,24.53,25000
350025,8553725,9.48,31.4501,25000
350025,8553775,9.7,25.75,25000
350025,8553825,8.26,22.67,25000
350025,8553875,8.64,20.35,25000
350025,8553925,9.67,24.32,25000
350025,8553975,9.66,24.1201,25000
350025,8554025,10.33,22.8501,25000
350025,8554075,6.54,14.1702,25000
350025,8554125,7.53,11.67,25000
350025,8554175,5.68,12.5,25000
350025,8554225,7.08,13.66,25000
350025,8554275,0.75,11.63,25000
350025,8554325,0.25,0.75,25000
350025,8554375,0.57,1.33,25000
350025,8554425,0.94,1.53,25000
350075,8553575,11.56,25.4301,25000
350075,8553625,10.555,20.8,25000
350075,8553675,15.37,27.75,25000
350075,8553725,13.76,28.6801,25000
350075,8553775,9.41,25.38,25000
350075,8553825,8.87,30.3202,25000
350075,8553875,8.8,22.4801,25000
350075,8553925,8.17,22.7901,25000
350075,8553975,8.51,15.49,25000
350075,8554025,8.01,16.8,25000
350075,8554075,6.285,10.87,25000
350075,8554125,5.46,16.8,25000
350075,8554175,2.89,11.2201,25000
350075,8554225,7.35,11.91,25000
350075,8554275,0.28,9.4,25000
350075,8554325,0.74,1.29,25000
350075,8554375,1.13,1.77,25000
350075,8554425,0.45,1.21,25000
350125,8553575,11.865,23.3101,25000
350125,8553625,9.73,27.4,25000
350125,8553675,8.1,25.4701,25000
350125,8553725,9.44,18.8501,25000
350125,8553775,9.54,22.9601,25000
350125,8553825,9.11,27.96,25000
350125,8553875,7.06,22.68,25000
350125,8553925,7.44,13.64,25000
350125,8553975,8.69,25.0301,25000
350125,8554025,6.08,12.7801,25000
350125,8554075,7,13.55,25000
350125,8554125,6.67,14.5301,25000
350125,8554175,5.26,10.5101,25000
350125,8554225,7.98,11.1901,25000
350125,8554275,0.73,10.54,25000
350125,8554325,0.25,0.75,25000
350125,8554375,0.72,1.23,25000
350125,8554425,1.15,1.65,25000
350175,8553575,9.62,27.37,25000
350175,8553625,9.745,27.04,25000
350175,8553675,8.32,26.3001,25000
