"X","Y","median","q99","nobs"
346775,8553725,15.37,20.5101,25000
346775,8553775,15.92,19.8801,25000
346775,8553825,15.96,24.3101,25000
346775,8553875,15.4,20.26,25000
346775,8553925,16.69,22.4001,25000
346775,8553975,16.62,21.04,25000
346775,8554025,15.11,20.56,25000
346775,8554075,16.01,20.54,25000
346825,8553575,15.58,21.35,23425
346825,8553625,16.22,20.23,25000
346825,8553675,15.87,20.35,25000
346825,8553725,16.67,23.64,25000
346825,8553775,15.88,20.1501,25000
346825,8553825,15.83,20.8601,25000
346825,8553875,16.63,22.65,25000
346825,8553925,16.69,25.81,25000
346825,8553975,17.07,22.73,25000
346825,8554025,15.48,21.19,25000
346825,8554075,17.36,22.2,25000
346875,8553575,15.14,18.18,25000
346875,8553625,16.71,23.77,25000
346875,8553675,14.33,21.8601,25000
346875,8553725,15.83,20.5903,25000
346875,8553775,16.24,20.73,25000
346875,8553825,15.58,22.58,25000
346875,8553875,16.29,22.03,25000
346875,8553925,16.24,22.41,25000
346875,8553975,15.85,20.7701,25000
346875,8554025,16.67,24.54,25000
346875,8554075,16.64,21.8001,25000
346875,8554125,14.3,20.21,24764
346925,8553575,14.07,19.31,25000
346925,8553625,15.69,20.97,25000
346925,8553675,14.99,20.4501,25000
346925,8553725,15.22,19.7401,25000
346925,8553775,14.41,18.81,25000
346925,8553825,15.98,22.15,25000
346925,8553875,13.9,18.38,25000
346925,8553925,15.84,20.8101,25000
346925,8553975,13.91,19.18,25000
346925,8554025,16.3,20.78,25000
346925,8554075,15.22,19.5201,25000
346925,8554125,16.2,24.44,24408
346975,8553575,16.87,24.8401,25000
346975,8553625,15.6,20.5301,25000
346975,8553675,13.38,18.8602,25000
346975,8553725,15.65,21.29,25000
346975,8553775,16.22,25.49,25000
346975,8553825,16.17,19.6801,25000
346975,8553875,15.74,20.7701,25000
346975,8553925,16.39,20.3901,25000
346975,8553975,16.06,20.14,25000
346975,8554025,16.22,22.74,25000
346975,8554075,14.94,20.7,25000
346975,8554125,15.56,20.4501,25000
347025,8553575,15.97,21.18,25000
347025,8553625,14.75,20.02,25000
347025,8553675,15.41,21.2401,25000
347025,8553725,14.4,20.56,25000
347025,8553775,15.71,19.91,25000
347025,8553825,14.8,20.05,25000
347025,8553875,15.97,20.2001,25000
347025,8553925,16.2,20.57,25000
347025,8553975,15.47,21.95,25000
347025,8554025,16.26,20.49,25000
347025,8554075,15.68,20.33,25000
347025,8554125,15.89,21.49,25000
347075,8553575,14.78,21.5001,25000
347075,8553625,14.78,21.1401,25000
347075,8553675,15.22,22.2601,25000
347075,8553725,15.99,20.1601,25000
347075,8553775,15.19,20.94,25000
347075,8553825,16.25,21.46,25000
347075,8553875,14.15,21.2401,25000
347075,8553925,14.76,24.1901,25000
347075,8553975,15.2,20.37,25000
347075,8554025,16.07,21.05,25000
347075,8554075,16.51,21.16,25000
347075,8554125,14.48,20.55,25000
347125,8553575,14.91,21.29,25000
347125,8553625,15.6,20.64,25000
347125,8553675,14.96,19.9,25000
347125,8553725,16.65,21.35,25000
347125,8553775,15.97,21.94,25000
347125,8553825,16.21,22.03,25000
347125,8553875,15.39,19.9601,25000
347125,8553925,14.51,21.33,25000
347125,8553975,14.05,19.61,25000
347125,8554025,14.36,21.25,25000
347125,8554075,15.12,21.55,25000
347125,8554125,12.71,20.8501,25000
347175,8553575,14.76,19.77,25000
347175,8553625,14.785,18.96,25000
347175,8553675,15.1,20.86,25000
347175,8553725,15.45,20.47,25000
347175,8553775,15.3,19.64,25000
347175,8553825,15.81,20.15,25000
347175,8553875,15.02,19.73,25000
347175,8553925,14.45,19.86,25000
347175,8553975,15.55,19.75,25000
347175,8554025,16.8,22.07,25000
347175,8554075,15.11,25.8901,25000
347175,8554125,15.94,21.64,25000
347225,8553575,14.91,20.46,25000
347225,8553625,15.1,19.39,25000
347225,8553675,14.58,20.9,25000
347225,8553725,14.94,20.15,25000
347225,8553775,13.98,18.56,25000
347225,8553825,14.94,19,25000
347225,8553875,14.71,20.02,25000
347225,8553925,15.09,21.02,25000
347225,8553975,14.78,20.7901,25000
347225,8554025,15.06,21.41,25000
347225,8554075,15.83,21.7201,25000
347225,8554125,16.98,21.82,25000
347275,8553575,14.58,21.58,25000
347275,8553625,15.05,22.0901,25000
347275,8553675,15.06,20.81,25000
347275,8553725,15.72,20.58,25000
347275,8553775,14.1,18.18,25000
347275,8553825,16.13,19.99,25000
347275,8553875,15.05,23.51,25000
347275,8553925,15.36,21.46,25000
347275,8553975,15.03,20.8401,25000
347275,8554025,16.37,21.78,25000
347275,8554075,14.525,20.4101,25000
347275,8554125,16.62,21.29,25000
347325,8553575,13.94,19.4701,25000
347325,8553625,12.835,20.1501,25000
347325,8553675,14.53,21.77,25000
347325,8553725,14.44,22.2,25000
347325,8553775,14.34,19.8301,25000
347325,8553825,16.17,22.0402,25000
347325,8553875,15.77,20.78,25000
347325,8553925,16.38,21.36,25000
347325,8553975,13.8,20.16,25000
347325,8554025,14.53,20.72,25000
347325,8554075,14.99,20.73,25000
347325,8554125,16.11,20.89,25000
347375,8553575,14.38,18.95,25000
347375,8553625,15.325,20.6701,25000
347375,8553675,16.79,23.03,25000
347375,8553725,15.19,22.27,25000
347375,8553775,14.91,21.07,25000
347375,8553825,15.055,20.28,25000
347375,8553875,16.3,23.61,25000
347375,8553925,14.98,19.74,25000
347375,8553975,15.11,20.81,25000
347375,8554025,15.14,20.7,25000
347375,8554075,14.14,21.07,25000
347375,8554125,15.17,21.93,25000
347375,8554175,16.47,21.69,22763
347425,8553575,15.72,25.1901,25000
347425,8553625,15.13,23.99,25000
347425,8553675,16.32,23.31,25000
347425,8553725,14.6,21.71,25000
347425,8553775,14.63,20.7201,25000
347425,8553825,14.79,19.37,25000
347425,8553875,14.83,19.2701,25000
347425,8553925,15.495,20.4901,25000
347425,8553975,15.36,20.5101,25000
347425,8554025,13.92,21.26,25000
347425,8554075,15.17,22.93,25000
347425,8554125,13.32,22.6901,25000
347425,8554175,14.96,22.4902,25000
347475,8553575,16.75,25.8107999999999,25000
347475,8553625,17.5,31.24,25000
347475,8553675,13.42,21.1001,25000
347475,8553725,15.31,19.76,25000
347475,8553775,14.32,20.1701,25000
347475,8553825,15.22,20.69,25000
347475,8553875,15.14,20.07,25000
347475,8553925,15.5,21.28,25000
347475,8553975,13.83,21.87,25000
347475,8554025,14.53,22.01,25000
347475,8554075,15.25,21.46,25000
347475,8554125,14.26,21.48,25000
347475,8554175,13.19,23.44,25000
347525,8553575,15.59,22.51,25000
347525,8553625,16.1,22.6,25000
347525,8553675,14.98,23.22,25000
347525,8553725,15.05,21.4601,25000
347525,8553775,14.52,21.7101,25000
347525,8553825,14.17,19.4601,25000
347525,8553875,15.49,21.73,25000
347525,8553925,14.47,20.7401,25000
347525,8553975,16.67,22.71,25000
347525,8554025,17.79,22.2201,25000
347525,8554075,12.9,17.8801,25000
347525,8554125,13.37,19.28,25000
347525,8554175,13.47,22.85,25000
347575,8553575,15.06,20.6785,23116
347575,8553625,15.32,24.98,25000
347575,8553675,15.56,20.9901,25000
347575,8553725,14.68,20.09,25000
347575,8553775,15.11,25.7002,25000
347575,8553825,13.93,21.5,25000
347575,8553875,14.45,22.5701,25000
347575,8553925,14.44,21.01,25000
347575,8553975,15.31,21.43,25000
347575,8554025,14.58,21.4,25000
347575,8554075,15.74,21.91,25000
347575,8554125,15.84,20.69,25000
347575,8554175,14.8,19.6601,25000
347625,8553575,15.56,24.8801,25000
347625,8553625,16.33,21.85,25000
347625,8553675,15.08,23.3901,25000
347625,8553725,15.09,21.1301,25000
347625,8553775,15.25,25.7001,25000
347625,8553825,15.06,19.77,25000
347625,8553875,14.16,20.6,25000
347625,8553925,15.23,23.87,25000
347625,8553975,15.86,23.4601,25000
347625,8554025,12.64,19.99,25000
347625,8554075,15.21,20.2401,25000
347625,8554125,15.74,21.76,25000
347625,8554175,15.72,20.46,25000
347675,8553575,15.89,23.79,25000
347675,8553625,14.33,22.65,25000
347675,8553675,16.89,23.0801,25000
347675,8553725,14.52,20.0001,25000
347675,8553775,16.18,22.47,25000
347675,8553825,15.99,21.98,25000
347675,8553875,14.65,22.33,25000
347675,8553925,16.37,23.6901,25000
347675,8553975,16.44,21.38,25000
347675,8554025,13.17,19.8901,25000
347675,8554075,14.14,23.31,25000
347675,8554125,14.91,21.3801,25000
347675,8554175,15.19,19.5901,25000
347725,8553575,15.69,22.71,19857
347725,8553625,14.39,23.45,25000
347725,8553675,16.74,22.39,25000
347725,8553725,15.27,22.46,25000
347725,8553775,16.01,25.77,25000
347725,8553825,14.91,25.18,25000
347725,8553875,14.13,23.83,25000
347725,8553925,14.93,22.3601,25000
347725,8553975,14.27,20.56,25000
347725,8554025,14.98,26.92,25000
347725,8554075,14.73,22.64,25000
347725,8554125,13.55,24.6701,25000
347725,8554175,13.15,23.0302,25000
347775,8553575,15.895,23.59,20250
347775,8553625,16.595,21.78,25000
