"X","Y","median","q99","nobs"
344975,8553375,15.37,24.14,25000
344975,8553425,16.14,22.17,25000
344975,8553475,15.57,22.4201,25000
344975,8553525,17.06,23.91,25000
344975,8553575,13.7,18.88,25000
344975,8553625,13.27,19.7,25000
344975,8553675,14.58,19.36,25000
344975,8553725,14.85,21.4,25000
344975,8553775,14.7,21.62,25000
344975,8553825,14.815,22.3001,25000
344975,8553875,16.7,25.7101,25000
344975,8553925,14.575,22.83,16220
345025,8552575,15.02,20.08,25000
345025,8552625,15.25,19.77,25000
345025,8552675,16.07,23.62,25000
345025,8552725,15.67,21.8301,25000
345025,8552775,16.02,22.85,25000
345025,8552825,15.4,21.85,25000
345025,8552875,14.25,19.1202,25000
345025,8552925,15.08,21.1701,25000
345025,8552975,15.15,20.06,25000
345075,8552575,14.54,18.8601,25000
345075,8552625,14.94,18.68,25000
345075,8552675,14.33,19.46,25000
345075,8552725,14.54,18.3802,25000
345075,8552775,14.3,18.87,25000
345075,8552825,15.9,20.4201,25000
345075,8552875,14.18,19.65,25000
345075,8552925,15.39,22.61,25000
345075,8552975,16.58,21.77,25000
345125,8552575,14.26,19.4,24553
345125,8552625,14.35,19.3601,25000
345125,8552675,13.38,21.42,25000
345125,8552725,14.84,19.1301,25000
345125,8552775,15.23,19.88,25000
345125,8552825,16.12,20.93,25000
345125,8552875,15.66,20.0901,25000
345125,8552925,16.94,20.86,25000
345125,8552975,17.03,21.66,25000
345175,8552575,13.75,18.23,21531
345175,8552625,13.05,18.17,25000
345175,8552675,15.05,18.59,25000
345175,8552725,13.91,17.94,25000
345175,8552775,14.51,18.6001,25000
345175,8552825,14.74,18.7,25000
345175,8552875,16.17,23.8401,25000
345175,8552925,16.19,22.73,25000
345175,8552975,15.21,21.22,25000
345225,8552625,14.58,18.26,25000
345225,8552675,14.72,18.32,25000
345225,8552725,14.45,18.13,25000
345225,8552775,14.4,22.08,25000
345225,8552825,14.77,22.16,25000
345225,8552875,16.17,21.2101,25000
345225,8552925,15.25,21.81,25000
345225,8552975,16.15,21.24,25000
345275,8552625,13.8,18.6901,25000
345275,8552675,15.44,19.5601,25000
345275,8552725,15.86,22.35,25000
345275,8552775,14.68,19.72,25000
345275,8552825,14.7,19.34,25000
345275,8552875,15.56,19.6401,25000
345275,8552925,16.32,20.42,25000
345275,8552975,15.65,20.0901,25000
345325,8552625,14.51,20.42,25000
345325,8552675,13.44,17.32,25000
345325,8552725,14.82,20.65,25000
345325,8552775,15.64,19.3,25000
345325,8552825,15.19,20.68,25000
345325,8552875,14.48,18.91,25000
345325,8552925,16.56,22.3801,25000
345325,8552975,16.14,21.7801,25000
345375,8552625,14.75,18.76,25000
345375,8552675,13.63,17.9,25000
345375,8552725,15.45,19.52,25000
345375,8552775,14.89,19.73,25000
345375,8552825,14.55,18.3,25000
345375,8552875,15.43,19.63,25000
345375,8552925,16.91,21.03,25000
345375,8552975,15.01,19.3,25000
345425,8552625,12.7,18.7001,25000
345425,8552675,14.63,19.46,25000
345425,8552725,15.88,21.2801,25000
345425,8552775,15.22,21.09,25000
345425,8552825,16.25,20.7501,25000
345425,8552875,17.43,20.65,25000
345425,8552925,14.01,19.7,25000
345425,8552975,16.89,21.01,25000
345475,8552625,12.94,18.6,25000
345475,8552675,14.57,19.17,25000
345475,8552725,15.61,19.54,25000
345475,8552775,15.3,19.42,25000
345475,8552825,16.97,22.1401,25000
345475,8552875,17.27,20.75,25000
345475,8552925,17.55,22.19,25000
345475,8552975,17.94,21.9,25000
345525,8552625,13.38,16.62,25000
345525,8552675,13.21,17.6601,25000
345525,8552725,14.69,19.38,25000
345525,8552775,15.65,20.2401,25000
345525,8552825,16.1,19.61,25000
345525,8552875,17.76,20.89,25000
345525,8552925,15.98,20.93,25000
345525,8552975,15.39,23.46,25000
345575,8552625,14.54,17.27,25000
345575,8552675,13.94,17.0401,25000
345575,8552725,13.2,17.16,24056
345575,8552775,15.01,18.88,25000
345575,8552825,15.58,20.1,25000
345575,8552875,16.35,20.54,25000
345575,8552925,16.61,20.3901,25000
345575,8552975,16.83,20.89,25000
345625,8552625,15.62,18.4504,22197
345625,8552675,14.365,18.07,25000
345625,8552725,13.21,15.97,25000
345625,8552775,13.99,17.61,25000
345625,8552825,15.56,19.79,25000
345625,8552875,17.43,21.15,25000
345625,8552925,15.605,21.3,25000
345625,8552975,16.23,20.75,25000
345675,8552625,16.32,19.89,19226
345675,8552675,15.41,19.28,25000
345675,8552725,14.31,17.6001,25000
345675,8552775,14.81,17.66,25000
345675,8552825,15.1,18.17,25000
345675,8552875,16.13,21.41,25000
345675,8552925,15.97,20.4701,25000
345675,8552975,14.71,19.1301,25000
345725,8552675,18.26,25.06,25000
345725,8552725,16.81,20.55,25000
345725,8552775,15.85,18.93,25000
345725,8552825,15.41,18.22,25000
345725,8552875,15.85,18.87,25000
345725,8552925,16.13,20.35,25000
345725,8552975,14.37,20.07,25000
345775,8552675,21.35,27.7801,25000
345775,8552725,20.47,24.83,25000
345775,8552775,18,21.92,25000
345775,8552825,16.22,19.2,25000
345775,8552875,15.79,19.89,25000
345775,8552925,15.56,18.72,24299
345775,8552975,14.94,18.05,25000
345825,8552675,24.7,30.27,25000
345825,8552725,23.62,30.05,25000
345825,8552775,19.19,26.52,25000
345825,8552825,19.075,26.48,25000
345825,8552875,18.82,22.11,25000
345825,8552925,17.08,20.51,25000
345825,8552975,16.92,20.3101,25000
345875,8552675,21,28.95,25000
345875,8552725,15.26,31.8501,25000
345875,8552775,17.89,27.88,25000
345875,8552825,20.4,31.22,25000
345875,8552875,20.21,27.89,25000
345875,8552925,17.48,24.89,25000
345875,8552975,17.85,26.61,25000
345925,8552675,15.64,22.38,25000
345925,8552725,17.05,30.2401,25000
345925,8552775,17.12,26.33,25000
345925,8552825,19.52,32.2901,25000
345925,8552875,16.82,28.2401,25000
345925,8552925,18,27.5301,25000
345925,8552975,19.615,27.5101,25000
345975,8552675,20.55,27.9501,25000
345975,8552725,18,28.09,25000
345975,8552775,17.34,27.84,25000
345975,8552825,17.91,26.44,25000
345975,8552875,14.3,26.3601,25000
345975,8552925,15.87,30.6301,25000
345975,8552975,15.02,24.78,25000
345025,8553025,15.59,20.87,25000
345025,8553075,15.06,21.1301,25000
345025,8553125,16.55,23.1401,25000
345025,8553175,16.655,22.7802,25000
345025,8553225,14.44,19.5001,25000
345025,8553275,15.77,20.18,25000
345025,8553325,15.21,19.69,25000
345025,8553375,15.37,20.83,25000
345025,8553425,16.1,23.8601,25000
345025,8553475,14.82,20.27,25000
345025,8553525,15.01,21.7,25000
345025,8553575,13.99,19.53,25000
345025,8553625,14,21.57,25000
345025,8553675,14.14,23.1,25000
345025,8553725,13.1,22.5201,25000
345025,8553775,14.45,23.12,25000
345025,8553825,15.22,22.83,25000
345025,8553875,15.43,25.74,25000
345025,8553925,13.97,21.72,19705
345075,8553025,15.91,22.6,25000
345075,8553075,16.13,22.95,25000
345075,8553125,14.87,23.88,25000
345075,8553175,15.91,20.67,25000
345075,8553225,15.82,20.01,25000
345075,8553275,15.35,20.6701,25000
345075,8553325,15.62,23.36,25000
345075,8553375,15.22,23.21,25000
345075,8553425,16.4,24.9702,25000
345075,8553475,13.725,19.0601,25000
345075,8553525,13.86,22.55,25000
345075,8553575,14.73,19.7501,25000
345075,8553625,12.87,21.93,25000
345075,8553675,13.85,18.92,25000
345075,8553725,15.67,21.26,25000
345075,8553775,16.26,21.79,25000
345075,8553825,14.29,18.5001,25000
345075,8553875,15.25,23.63,25000
345075,8553925,16.99,25.0487,22314
345125,8553025,14.99,19.9902,25000
345125,8553075,15.68,23.0001,25000
345125,8553125,15.16,20.34,25000
345125,8553175,16.53,21.31,25000
345125,8553225,15.31,20.2301,25000
345125,8553275,15.05,20.87,25000
345125,8553325,15.48,23.1,25000
345125,8553375,15.12,20.48,25000
345125,8553425,15.56,20.69,25000
345125,8553475,15.59,20.8,25000
345125,8553525,14.97,21.88,25000
345125,8553575,15.02,22.7,25000
345125,8553625,13.82,21.06,25000
345125,8553675,14.6,20.3101,25000
345125,8553725,15.52,20.82,25000
345125,8553775,16.39,22.3401,25000
345125,8553825,16.34,20.55,25000
345125,8553875,15.87,23.0701,25000
345125,8553925,15.44,20.2201,25000
345175,8553025,14.13,26.2601,25000
345175,8553075,15.55,19.04,25000
345175,8553125,15.48,20.6,25000
345175,8553175,16.96,21.91,25000
345175,8553225,16.49,21.58,25000
345175,8553275,15.72,22.36,24895
345175,8553325,15.34,21.04,25000
345175,8553375,15.13,19.69,25000
345175,8553425,16.785,23.6301,25000
345175,8553475,16.67,23.69,25000
345175,8553525,15.32,24.2501,25000
345175,8553575,17.2,24.1501,25000
345175,8553625,17.05,22.98,25000
345175,8553675,14.99,22.03,25000
345175,8553725,14.8,20.62,25000
345175,8553775,15.15,24.17,25000
345175,8553825,15.9,22.6101,25000
345175,8553875,15.22,20.9201,25000
345175,8553925,15.32,21.29,25000
345225,8553025,16.59,20.55,25000
345225,8553075,15.95,20.19,25000
345225,8553125,16.65,22.57,25000
345225,8553175,17.24,22.26,25000
345225,8553225,17.13,21.27,25000
345225,8553275,17.21,21.6642,24459
345225,8553325,16.05,21.16,25000
345225,8553375,16.24,23.9301,25000
345225,8553425,15.17,22.1001,25000
345225,8553475,16.36,24.17,25000
345225,8553525,15.65,23.8,25000
345225,8553575,15.64,23.12,25000
345225,8553625,16.48,23.9,25000
345225,8553675,15.21,21.38,25000
345225,8553725,16.02,24.5702,25000
345225,8553775,15.5,20.96,25000
345225,8553825,15.55,22.81,25000
345225,8553875,16.51,21.52,25000
345225,8553925,16.33,22.07,25000
345275,8553025,15.63,19.86,25000
345275,8553075,16.19,22.49,25000
345275,8553125,16.12,20.61,25000
345275,8553175,17.49,22.95,25000
345275,8553225,16.91,20.84,25000
345275,8553275,16.11,20.47,23372
345275,8553325,13.68,21.09,25000
345275,8553375,15.58,25.87,25000
345275,8553425,15.9,21.31,25000
345275,8553475,16.63,27,24200
345275,8553525,16.84,23.14,25000
345275,8553575,15.42,23.72,25000
345275,8553625,16.14,21.79,25000
345275,8553675,15.61,23.3901,25000
345275,8553725,16.53,22.16,25000
345275,8553775,17.9,28.8,25000
345275,8553825,17.7,26.11,25000
345275,8553875,17.39,21.92,25000
345275,8553925,16.24,21.72,25000
345325,8553025,17.32,24.6101,25000
345325,8553075,16.59,22.97,25000
345325,8553125,16.53,21.87,25000
345325,8553175,15.23,24.93,25000
345325,8553225,15.53,19.02,25000
345325,8553275,16,21.25,24404
345325,8553325,16.66,21.57,25000
345325,8553375,16.89,26.19,25000
345325,8553425,17.06,22.94,25000
345325,8553475,17.66,26.91,24832
345325,8553525,18.17,24.13,25000
345325,8553575,15.91,24.8,25000
345325,8553625,15.58,23,25000
345325,8553675,14.94,21.48,25000
345325,8553725,16.21,22.01,25000
345325,8553775,16.25,23.55,25000
345325,8553825,15.4,21.4801,25000
345325,8553875,15.36,21.6,25000
345325,8553925,18.17,24.69,25000
345375,8553025,15.3,19.95,25000
345375,8553075,15.51,21.9,25000
345375,8553125,15.91,20.74,25000
345375,8553175,17.08,23.65,25000
345375,8553225,16.72,24.19,25000
345375,8553275,16.51,24.08,25000
345375,8553325,16.92,23.15,25000
345375,8553375,14.48,20.46,25000
345375,8553425,16.34,23.54,25000
345375,8553475,16.65,26.72,24939
345375,8553525,17.51,28.41,25000
345375,8553575,12.51,19.97,25000
345375,8553625,17.46,23.6,25000
345375,8553675,16.5,22.6802,25000
345375,8553725,16.635,24.53,25000
345375,8553775,16.02,21.81,25000
345375,8553825,14.59,23.15,25000
345375,8553875,15.77,21.7001,25000
345375,8553925,17.42,22.07,25000
345425,8553025,17.61,23.93,25000
345425,8553075,15.52,20.5101,25000
345425,8553125,16.27,21.35,25000
345425,8553175,16.36,20.78,25000
345425,8553225,17.37,24.3802,25000
345425,8553275,16.92,25.09,23478
345425,8553325,17.15,22.28,25000
345425,8553375,14.1,20.5,25000
345425,8553425,16.18,24.78,25000
345425,8553475,16.46,25.37,24905
345425,8553525,16.35,23.28,25000
345425,8553575,16.38,21.8,25000
345425,8553625,14.98,20.5102999999999,25000
345425,8553675,16.35,21.01,25000
345425,8553725,17.21,23.41,25000
345425,8553775,15.27,21.37,25000
345425,8553825,15.69,25.99,25000
345425,8553875,15.45,20.99,25000
345425,8553925,16.42,22.28,25000
345425,8553975,15.08,23.0481,14620
345475,8553025,17.14,21.66,25000
345475,8553075,16.34,20.6101,25000
345475,8553125,16.43,21.29,25000
345475,8553175,16.64,22.82,25000
345475,8553225,15.41,23.08,25000
345475,8553275,16.19,20.82,24592
345475,8553325,15.64,20.7,25000
345475,8553375,15.12,24.3301,25000
345475,8553425,16.2,22.81,25000
345475,8553475,15.71,27.43,25000
345475,8553525,15.4,22.7401,25000
345475,8553575,13.29,28.73,25000
345475,8553625,16.67,25.17,25000
345475,8553675,15.7,24.53,25000
345475,8553725,15.32,22.83,25000
345475,8553775,14.53,21.73,25000
345475,8553825,16.37,21.1,25000
345475,8553875,16.21,21.86,25000
345475,8553925,17.96,23.85,25000
345475,8553975,15.77,21.43,18176
345525,8553025,16.47,23.21,25000
345525,8553075,16.42,21.51,25000
345525,8553125,17.26,24.96,25000
345525,8553175,15.95,20.5501,25000
345525,8553225,15.75,20.3801,25000
345525,8553275,15.75,22.75,25000
345525,8553325,15.62,22.84,25000
345525,8553375,16.77,23.45,25000
345525,8553425,17.56,23.92,25000
345525,8553475,15.54,23.3901,25000
345525,8553525,16.34,25.05,25000
345525,8553575,14.51,29.09,25000
345525,8553625,15.29,20.46,25000
345525,8553675,14.31,23.0801,25000
345525,8553725,13.57,19.1401,25000
345525,8553775,15.06,22.37,25000
345525,8553825,17.16,23.95,25000
345525,8553875,15.66,23.7901,25000
345525,8553925,16.32,23.1301,25000
345525,8553975,14.23,18.78,20709
345575,8553025,16.19,21.3801,25000
345575,8553075,15.58,20.92,25000
345575,8553125,16.27,25.42,25000
345575,8553175,17.14,21.81,25000
345575,8553225,15.27,19.01,25000
345575,8553275,15.89,20.99,25000
345575,8553325,16.14,23.05,25000
345575,8553375,18.03,23.13,25000
345575,8553425,17.19,23.2901,25000
345575,8553475,16.45,21.3501,25000
345575,8553525,15.59,21.5101,25000
345575,8553575,15.4,20.73,25000
345575,8553625,16.55,21.44,25000
345575,8553675,15.94,22.11,25000
345575,8553725,16.18,20.58,25000
345575,8553775,15.59,21.2002,25000
345575,8553825,17.01,22.99,25000
345575,8553875,14.31,21.36,25000
345575,8553925,16.55,22.4901,25000
345575,8553975,18.1,21.8963,24838
345625,8553025,16.61,21.24,25000
345625,8553075,14.01,20.2001,25000
345625,8553125,16.39,21.38,25000
345625,8553175,16.025,24.69,25000
345625,8553225,17.18,21.39,25000
345625,8553275,16.47,21.26,25000
345625,8553325,15.88,20.84,25000
345625,8553375,16.8,22.8401,25000
345625,8553425,17.47,22.39,25000
345625,8553475,13.99,23.33,25000
345625,8553525,13.9,23.5525,23976
345625,8553575,14.67,20.9901,25000
345625,8553625,15,21.3801,25000
345625,8553675,15.3,21.0001,25000
345625,8553725,14.48,21.6501,25000
345625,8553775,13.695,21.55,25000
345625,8553825,13.4,19.42,25000
345625,8553875,15.35,21.23,25000
345625,8553925,16.74,22.33,25000
345625,8553975,16.29,22.4,25000
345675,8553025,15.37,20.7901,25000
345675,8553075,13.66,24.92,25000
345675,8553125,15.94,20.4101,25000
345675,8553175,15.965,20.86,25000
345675,8553225,16.36,22.9601999999999,25000
345675,8553275,16.16,21.3401,25000
345675,8553325,15.96,21.3901,25000
345675,8553375,16.49,20.8501,25000
345675,8553425,16.09,21.7901,25000
345675,8553475,15.2,20.54,25000
345675,8553525,15.67,22.08,25000
345675,8553575,17.71,21.73,25000
345675,8553625,15.63,20.21,25000
345675,8553675,14.76,19.61,25000
345675,8553725,15.01,20.8,24408
345675,8553775,14.6,20.55,25000
345675,8553825,16.03,20.89,25000
345675,8553875,15.37,21.06,25000
345675,8553925,16.04,21.4,25000
345675,8553975,18.52,22.14,25000
345725,8553025,13.36,19.6701,25000
345725,8553075,15.71,18.89,25000
345725,8553125,15.76,19.2701,25000
345725,8553175,15.93,23.23,25000
345725,8553225,15.73,20.5001,25000
345725,8553275,15.16,18.92,25000
345725,8553325,15.22,19.65,25000
345725,8553375,15.4,19.38,25000
345725,8553425,15.32,19.6201,25000
345725,8553475,14.8,19.37,25000
345725,8553525,15.71,19.7301,25000
345725,8553575,15.83,21.16,25000
345725,8553625,16.81,23.21,25000
345725,8553675,15.02,26.7,25000
345725,8553725,15.1,19.81,22931
345725,8553775,16.46,21.32,25000
345725,8553825,18.07,21.13,25000
345725,8553875,18.12,23.3301,25000
345725,8553925,17.82,21.59,25000
345725,8553975,19.29,22.84,25000
345775,8553025,14,17.58,25000
345775,8553075,16.615,20.36,25000
345775,8553125,16.11,21.31,25000
345775,8553175,16.7,20.45,25000
345775,8553225,16.1,19.99,25000
345775,8553275,15.51,18.25,25000
345775,8553325,14.49,17.7801,25000
345775,8553375,15.68,20.39,25000
345775,8553425,15.44,18.6,25000
345775,8553475,15.23,18.49,25000
345775,8553525,15.64,19.42,25000
345775,8553575,16.67,21.3,25000
345775,8553625,16.78,19.95,25000
345775,8553675,15.5,18.5701,25000
345775,8553725,16.86,20.9764,24437
345775,8553775,17.08,20.2,25000
345775,8553825,17.92,21.24,25000
345775,8553875,18.8,22.65,25000
345775,8553925,19.47,22.84,25000
345775,8553975,18.49,22.61,25000
345825,8553025,16.28,19.77,25000
345825,8553075,15.13,18.6201,25000
345825,8553125,16.17,19.5901,25000
345825,8553175,16.38,20.04,25000
345825,8553225,15.42,19.85,25000
345825,8553275,15.81,18.22,25000
345825,8553325,15.31,18.7,24447
345825,8553375,15.63,18.6201,25000
345825,8553425,15.49,18.73,25000
345825,8553475,15.45,19.48,25000
345825,8553525,16.19,19.97,25000
345825,8553575,16.17,19.07,25000
345825,8553625,16.89,20.1601,25000
345825,8553675,16.78,19.99,25000
345825,8553725,16.59,20.08,24095
345825,8553775,17.17,21.15,25000
345825,8553825,17.23,20.52,25000
345825,8553875,16.97,21.8201,25000
345825,8553925,15.68,24.3001,25000
345825,8553975,15.07,20.87,25000
345875,8553025,16.98,21.0401,25000
345875,8553075,16.9,21.3001,25000
345875,8553125,16.63,21.11,25000
345875,8553175,14.97,21.67,25000
345875,8553225,14.58,22.6702,25000
345875,8553275,16.9,21.3,25000
345875,8553325,17.04,19.5808,24393
345875,8553375,15.69,19.8901,25000
345875,8553425,15.54,19.33,25000
345875,8553475,16.49,19.4,25000
345875,8553525,15.36,19.6201,25000
345875,8553575,17.42,21.66,25000
345875,8553625,17.21,20.28,25000
345875,8553675,17.48,20.5301,25000
345875,8553725,16.11,20.1301,25000
345875,8553775,16.22,19.9101,25000
345875,8553825,15.88,21.02,25000
345875,8553875,12.58,22.9101,25000
345875,8553925,6.56,18.0601,25000
345875,8553975,12.51,20.96,25000
345925,8553025,16.17,26.34,25000
345925,8553075,23.03,30.89,25000
345925,8553125,18.63,27.0001,25000
345925,8553175,14.11,22.23,25000
345925,8553225,14.92,21.7602999999999,25000
345925,8553275,17.29,21.5301,25000
345925,8553325,17.18,25.17,25000
345925,8553375,16.58,20.19,25000
345925,8553425,15.6,19.39,25000
345925,8553475,15.76,19.31,25000
345925,8553525,17.26,23.7801,25000
345925,8553575,16.23,21.11,25000
345925,8553625,16.26,20.74,25000
345925,8553675,17.92,22.3301,25000
345925,8553725,15.97,21.1,25000
345925,8553775,13.79,19.2201,25000
345925,8553825,15.6,21.1301,25000
345925,8553875,16.83,28.2,25000
345925,8553925,12.83,24.04,25000
345925,8553975,11.88,17.9301,25000
345975,8553025,18.24,30.05,25000
345975,8553075,13.51,31.41,25000
345975,8553125,17.83,28.73,25000
345975,8553175,13.95,24.66,25000
345975,8553225,14.68,24.1201,25000
345975,8553275,14.55,22.37,25000
345975,8553325,15.79,20.87,25000
345975,8553375,15.41,21.6101,25000
345975,8553425,13.94,18.92,25000
345975,8553475,13.55,23.2001,25000
345975,8553525,14.82,24.5601,25000
345975,8553575,15.86,20.95,25000
345975,8553625,15.49,21.71,25000
345975,8553675,15.93,23.09,25000
345975,8553725,14.52,20.4301,25000
345975,8553775,15.44,22.27,25000
345975,8553825,15.68,22.56,25000
345975,8553875,15.11,25.6,25000
345975,8553925,13.74,25.4401,25000
345975,8553975,13.68,20.5101,25000
345925,8554025,13.93,20.8896,15705
345975,8554025,9.44999999999999,17.3466,17835
346025,8552675,15.04,24.77,25000
346025,8552725,14.89,22.9901,25000
346025,8552775,16.39,24.97,25000
346025,8552825,17.73,26.8801,25000
346025,8552875,18.88,29.05,25000
346025,8552925,18.73,31.48,25000
346025,8552975,19.31,28.78,24601
346075,8552675,14.08,21.2901,25000
346075,8552725,13.89,23.35,25000
346075,8552775,15.48,28.05,25000
346075,8552825,15.79,26.8501,25000
346075,8552875,16.8,27.1901,25000
346075,8552925,18.99,29.3301,25000
346075,8552975,17.29,28.33,23286
346125,8552675,13.28,25.98,23004
346125,8552725,11.96,22.52,25000
346125,8552775,16.88,29.34,25000
346125,8552825,16.11,28.68,25000
346125,8552875,16.21,29.9,25000
346125,8552925,17.33,29.8701,25000
346125,8552975,14.72,27.63,24002
346175,8552725,12.58,18.34,25000
346175,8552775,13.93,21.4402,25000
346175,8552825,13.16,27.7301,25000
346175,8552875,15.81,27.02,25000
346175,8552925,15.89,27.65,25000
346175,8552975,12.66,24.71,24309
346225,8552725,14.345,19.0501,25000
346225,8552775,15.75,21.11,25000
346225,8552825,14.14,21.77,25000
346225,8552875,15.31,24.6501,25000
346225,8552925,12.99,21.79,25000
346225,8552975,14.87,22.96,25000
346275,8552725,13.07,19.54,25000
346275,8552775,13.93,20.7272,23815
346275,8552825,13.83,19.28,25000
346275,8552875,13.42,19.07,25000
346275,8552925,12.36,18.57,25000
346275,8552975,14.41,20.52,25000
346325,8552725,11.75,16.53,25000
346325,8552775,12.38,17.7662,24939
346325,8552825,14.48,21.99,25000
346325,8552875,14.09,20.67,25000
346325,8552925,13.3,17.83,25000
346325,8552975,12.17,16.05,25000
346375,8552725,12.14,22.65,25000
346375,8552775,12.8,20.66,25000
346375,8552825,15.85,22.17,25000
346375,8552875,14.84,19.8001,25000
346375,8552925,14.89,21.22,25000
346375,8552975,14.37,19.4201,25000
346425,8552725,12.91,22.5401,25000
346425,8552775,14.77,20.23,25000
346425,8552825,16.44,22.2,25000
346425,8552875,15.62,23.89,25000
346425,8552925,14.66,19.96,25000
346425,8552975,15.1,22.3,25000
346475,8552725,13.95,17.71,25000
346475,8552775,12.75,19.62,25000
346475,8552825,14.91,22.35,25000
346475,8552875,15.69,21.1801,25000
346475,8552925,15.16,19.74,25000
346475,8552975,14.07,20,25000
346525,8552725,14.08,17.16,25000
346525,8552775,13.1,17.59,25000
346525,8552825,15,22.1801,25000
346525,8552875,15.22,21.03,25000
346525,8552925,16.37,20.06,25000
346525,8552975,15.67,20.38,25000
346575,8552725,13.04,16.39,25000
346575,8552775,13.93,19.18,25000
346575,8552825,15.41,19.84,25000
346575,8552875,16.22,20.5701,25000
346575,8552925,17.03,21.29,25000
346575,8552975,16.05,20.5501,25000
346625,8552725,12.76,16.7415,20386
346625,8552775,13.69,17.93,25000
346625,8552825,13.47,17.5401,25000
346625,8552875,14.5,18.6001,25000
346625,8552925,15.43,20.81,25000
346625,8552975,15,19.6401,25000
346675,8552775,14.68,18.4301,25000
346675,8552825,12.16,16.83,25000
346675,8552875,11.37,16.15,25000
346675,8552925,15.12,18.7701,25000
346675,8552975,15.63,18.4601,25000
346725,8552775,14.93,19.52,25000
346725,8552825,13.37,18.62,25000
346725,8552875,12.04,17.2101,25000
346725,8552925,14.25,19.08,25000
346725,8552975,14.64,18.8,25000
346775,8552775,16.55,22.86,25000
346775,8552825,13.96,19.0301,25000
346775,8552875,11.34,16.01,25000
346775,8552925,12.97,16.82,25000
346775,8552975,14.48,17.9101,25000
346825,8552775,17.32,20.1101,25000
346825,8552825,16.22,19.71,25000
346825,8552875,12.53,18.52,25000
346825,8552925,15.94,20.75,25000
346825,8552975,15.04,18.93,25000
346875,8552775,16.75,20.21,25000
346875,8552825,17.1,21.53,25000
346875,8552875,15.71,20.64,25000
346875,8552925,16.47,21.7001,25000
346875,8552975,14.61,19.68,25000
346925,8552775,14.12,23.3301,25000
346925,8552825,15.72,22.52,25000
346925,8552875,15.11,20.61,25000
346925,8552925,15.59,20.91,25000
346925,8552975,15.04,22.3901,25000
346975,8552775,16.49,23.02,25000
346975,8552825,14.06,18.38,25000
346975,8552875,14.73,22.39,25000
346975,8552925,16.5,20.58,25000
346975,8552975,16.11,20.98,25000
346025,8553025,23.24,31.5001,25000
346025,8553075,16.64,32.1301,25000
346025,8553125,15.7,27.47,25000
346025,8553175,16.15,25.03,25000
346025,8553225,16.01,27.3301,25000
346025,8553275,14.83,24.8201,25000
346025,8553325,17.51,25.03,25000
346025,8553375,14.45,21.04,25000
346025,8553425,12.7,18.23,25000
346025,8553475,13.27,17.6501,25000
346025,8553525,14.04,19.12,25000
346025,8553575,12.59,17.5301,25000
346025,8553625,13.85,22.99,25000
346025,8553675,15.11,21.5301,25000
346025,8553725,15.33,22.13,25000
346025,8553775,16.63,25.11,25000
346025,8553825,13.92,20.44,25000
346025,8553875,11.49,22.96,25000
346025,8553925,8.24000000000001,16.93,25000
346025,8553975,13.14,18.51,25000
346075,8553025,23.03,34.17,25000
346075,8553075,22.675,34.11,25000
346075,8553125,14.29,34.31,25000
346075,8553175,15.78,24.85,25000
346075,8553225,20.33,31.94,25000
346075,8553275,16.14,30.11,25000
346075,8553325,16.17,27.44,25000
346075,8553375,16.93,27.2301,25000
346075,8553425,13.61,18.2,25000
346075,8553475,13.96,18.51,25000
346075,8553525,11.49,17.31,25000
346075,8553575,8.22000000000003,16.23,25000
346075,8553625,7.91000000000003,17.13,25000
346075,8553675,13.08,21.9001,25000
346075,8553725,13.31,20.9101,25000
346075,8553775,13.68,20.99,25000
346075,8553825,14.12,21.49,25000
346075,8553875,11.62,15.5901,25000
346075,8553925,12.67,19.75,25000
346075,8553975,13.77,19.2766,22535
346125,8553025,15.01,28.63,25000
346125,8553075,16.99,32.4,25000
346125,8553125,26.34,35.49,25000
346125,8553175,15.23,31.66,25000
346125,8553225,10.7,32.3701,25000
346125,8553275,10.7,30,25000
346125,8553325,12.27,23.62,25000
346125,8553375,11.73,29.89,25000
346125,8553425,13.92,26.86,25000
346125,8553475,12.24,22.98,25000
346125,8553525,11.31,16.1201,25000
346125,8553575,9.51999999999998,12.7801,25000
346125,8553625,8.25999999999999,14.64,25000
346125,8553675,11.47,16.3,25000
346125,8553725,11.44,18.97,25000
346125,8553775,14.6,18.38,25000
346125,8553825,15.51,20.34,25000
346125,8553875,12.68,15.5,25000
346125,8553925,13.48,17.07,25000
346125,8553975,13.1,17.43,25000
346175,8553025,12.36,28.14,25000
346175,8553075,12.58,27.47,25000
346175,8553125,12.49,28.46,25000
346175,8553175,15.37,33.41,25000
346175,8553225,19.64,33.7901,25000
346175,8553275,15.74,31.48,25000
346175,8553325,16.96,24.1901,25000
346175,8553375,17.01,23.98,25000
346175,8553425,15.66,23.7801,25000
346175,8553475,12.61,20.9102,25000
346175,8553525,9.10000000000002,13.97,25000
346175,8553575,10.38,16.55,25000
346175,8553625,14.26,18.3,25000
346175,8553675,10.15,16.8001,25000
346175,8553725,14.39,19.8101,25000
346175,8553775,13.11,16.58,25000
346175,8553825,15.02,20.27,25000
346175,8553875,12.3,17.64,25000
346175,8553925,11.39,16.27,25000
346175,8553975,14.85,18.6501,25000
346225,8553025,12.945,28.09,25000
346225,8553075,12.05,25.83,25000
346225,8553125,13.56,27.9901,25000
346225,8553175,17.47,31.87,25000
