"X","Y","z1.5","z2.5","z3.5","z4.5","z5.5","z6.5","z7.5","z8.5","z9.5","z10.5","z11.5","z12.5","z13.5","z14.5","z15.5","z16.5","z17.5","z18.5","z19.5","z20.5","z21.5","z22.5","z23.5","z24.5","z25.5","z26.5","z27.5","z28.5","z29.5","z30.5","z31.5","z32.5","z33.5","z34.5","z35.5"
343675,8552425,21,25,15,17,19,12,25,11,10,9,8,9,8,9,6,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8552425,12,13,11,11,8,21,20,7,11,11,12,16,13,16,9,15,16,6,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8552475,12,11,25,18,20,14,17,17,9,16,13,20,8,10,12,7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8552475,16,14,18,13,11,18,12,16,17,12,11,11,16,12,6,7,6,5,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
343775,8552475,13,16,15,15,9,8,10,10,18,9,17,18,17,12,17,8,3,5,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
343825,8552475,14,14,7,8,13,11,11,14,15,10,8,15,8,13,7,6,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8552475,16,8,16,8,17,12,16,19,17,12,14,22,15,16,12,7,10,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8552475,16,5,13,14,10,8,12,13,15,17,14,21,14,12,11,7,4,6,2,3,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0
343975,8552475,15,11,11,10,11,16,11,16,8,13,16,13,8,10,8,12,7,4,4,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
343675,8552525,33,22,17,21,15,16,10,5,7,8,5,10,7,12,7,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8552525,19,9,15,16,9,16,17,17,21,8,14,21,8,9,6,4,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8552525,17,19,16,10,12,19,14,8,15,7,5,18,7,9,11,7,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8552525,10,12,14,17,15,17,28,19,16,14,13,12,9,8,10,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8552525,6,11,9,12,14,11,17,17,10,16,10,9,10,10,16,9,6,5,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8552525,16,10,7,13,11,22,16,17,16,15,12,14,11,18,12,10,6,4,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
343975,8552525,8,8,12,10,17,13,13,19,25,12,15,13,18,14,6,6,3,0,1,6,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0
343675,8552575,12,13,12,8,15,10,15,13,23,13,18,16,11,13,16,12,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8552575,13,15,9,13,9,15,17,10,7,18,16,15,8,16,3,5,2,6,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8552575,19,6,9,9,15,13,14,11,12,10,9,13,10,12,12,9,11,9,8,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0
343825,8552575,13,6,13,11,19,12,23,12,15,10,11,17,16,10,13,8,9,2,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8552575,9,7,9,5,16,12,13,13,11,22,13,12,14,11,14,15,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8552575,8,16,10,11,17,12,13,12,17,12,12,16,10,6,6,6,6,3,1,5,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0
343975,8552575,12,8,7,12,11,13,12,11,17,16,15,14,11,13,10,12,12,9,9,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
343675,8552625,15,15,13,20,19,17,24,13,18,16,15,13,16,12,7,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8552625,10,15,11,14,19,21,19,11,12,20,17,18,13,18,8,6,4,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8552625,17,13,16,14,11,10,14,6,14,8,13,13,9,11,12,9,8,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8552625,16,8,8,16,14,15,6,14,12,18,19,15,17,11,8,16,5,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8552625,10,14,14,10,11,13,25,21,15,18,20,23,8,16,8,11,4,6,6,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
343925,8552625,7,14,10,8,13,11,12,13,12,13,17,17,8,14,14,5,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8552625,15,7,9,12,16,15,13,18,15,15,16,16,13,12,14,9,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8552675,14,15,12,20,7,9,13,15,12,8,14,10,9,17,9,8,7,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8552675,9,10,12,14,11,11,19,18,16,8,18,17,11,8,15,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8552675,16,19,5,13,14,13,16,14,13,13,16,13,13,9,9,8,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8552675,13,6,14,13,13,12,17,21,20,19,18,15,9,14,4,5,7,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8552675,7,11,7,16,13,18,12,14,11,17,18,21,14,9,12,11,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8552675,18,20,13,12,14,22,23,21,20,15,8,14,10,10,8,3,3,6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8552675,11,13,10,12,9,15,10,19,17,16,13,14,11,18,7,8,7,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
343675,8552725,17,8,12,14,11,11,17,19,9,14,18,13,14,10,11,13,14,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
343725,8552725,19,9,10,10,12,19,15,15,15,13,9,12,12,6,10,5,6,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8552725,11,6,12,17,14,11,20,13,9,13,13,14,10,3,3,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8552725,18,17,8,16,18,23,20,15,15,10,8,10,4,5,8,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8552725,8,7,8,13,20,22,18,14,16,10,14,16,12,15,8,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8552725,10,14,10,16,10,7,17,15,13,12,15,14,6,12,9,3,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8552725,11,11,10,11,14,12,23,15,21,19,9,16,16,10,10,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8552775,21,17,15,13,13,16,6,14,13,8,18,12,8,12,11,6,7,4,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8552775,17,10,9,12,14,14,10,18,14,17,12,14,10,6,10,5,1,4,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343775,8552775,9,8,8,13,11,16,19,16,14,16,15,13,14,10,14,1,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8552775,10,17,14,20,10,24,15,12,21,16,12,15,5,10,7,8,1,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
343875,8552775,13,14,14,11,15,11,11,13,18,15,6,18,7,6,1,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8552775,12,12,20,14,17,15,17,16,13,13,15,17,13,11,5,2,6,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8552775,14,14,20,12,15,18,14,16,11,13,15,12,11,14,12,8,4,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343675,8552825,16,14,8,9,15,18,17,23,16,11,10,15,16,12,9,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8552825,11,11,8,11,18,20,13,19,10,17,17,15,11,12,10,7,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8552825,15,16,14,12,15,14,17,16,19,17,14,9,12,10,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8552825,20,11,11,12,13,20,12,17,20,12,8,14,10,4,7,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8552825,7,9,9,14,7,10,19,16,12,17,13,11,13,9,6,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8552825,9,9,15,8,8,8,14,13,11,12,14,12,16,6,9,5,14,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8552825,20,16,10,13,12,18,13,17,17,14,8,12,11,18,7,5,7,4,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
343625,8552875,10,12,13,9,13,14,12,11,12,15,11,19,12,14,11,13,7,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8552875,16,13,13,9,9,13,22,15,15,19,16,9,13,12,9,8,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8552875,11,11,13,13,8,10,19,18,13,13,18,14,13,11,9,5,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8552875,11,4,8,13,14,11,16,11,14,19,14,11,6,12,9,9,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8552875,12,10,9,8,16,13,13,14,16,17,15,13,18,19,11,10,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8552875,8,13,11,11,18,20,21,19,18,14,12,12,13,5,7,6,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8552875,10,10,13,14,10,12,19,18,11,8,12,9,10,8,4,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8552875,10,14,13,17,10,9,20,11,13,11,13,16,13,8,14,9,8,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343625,8552925,8,9,6,13,13,9,10,13,9,14,15,17,15,12,15,7,6,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8552925,18,18,13,9,10,8,12,17,19,12,14,10,12,9,16,9,9,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8552925,10,11,18,18,11,17,18,18,16,19,14,13,14,14,11,10,8,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8552925,19,6,11,11,21,18,18,21,14,6,14,13,9,8,3,7,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8552925,11,13,12,15,19,13,22,20,13,16,13,15,11,7,7,7,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8552925,19,23,13,10,21,19,18,15,13,11,11,9,8,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8552925,19,16,13,10,22,11,19,21,18,10,19,11,8,7,7,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8552925,11,7,11,8,18,16,17,12,16,17,13,13,14,5,11,4,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343625,8552975,8,14,10,11,16,12,17,16,8,20,13,15,10,10,7,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8552975,8,8,6,7,10,12,21,13,13,11,12,13,11,9,11,17,7,10,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8552975,23,16,10,14,12,25,14,12,14,12,15,14,8,5,3,3,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8552975,8,10,9,16,15,13,17,13,13,13,18,13,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8552975,9,7,7,15,11,9,17,15,18,16,12,12,10,18,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8552975,14,15,11,15,17,21,8,13,13,10,12,14,13,12,10,10,7,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8552975,13,8,13,10,14,20,11,14,10,10,9,13,10,7,7,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8552975,5,9,7,5,16,17,13,23,12,17,14,15,15,10,4,3,4,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343625,8553025,21,16,12,9,6,11,5,12,9,19,10,15,12,10,5,9,3,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8553025,14,13,14,15,17,16,11,18,18,13,20,9,6,5,9,3,4,3,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
343725,8553025,17,16,18,9,14,18,18,11,13,15,16,6,13,7,10,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8553025,10,16,14,18,12,14,19,18,7,10,17,8,6,6,6,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8553025,7,9,10,13,13,10,11,14,17,10,15,12,17,9,6,6,4,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8553025,17,9,10,11,12,17,16,13,15,13,14,12,14,11,8,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8553025,10,15,8,6,10,20,12,20,21,13,13,14,19,15,5,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8553025,7,10,10,11,14,19,16,14,21,13,12,14,15,11,12,11,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343625,8553075,11,11,12,14,15,13,8,14,16,11,12,12,12,10,3,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8553075,11,11,13,10,11,16,10,12,13,10,10,13,9,5,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8553075,9,11,10,14,18,18,20,23,18,13,11,15,11,12,1,4,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8553075,17,12,12,11,16,11,9,20,9,13,8,13,9,7,12,8,4,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8553075,16,7,16,10,16,12,9,13,14,11,9,9,15,6,9,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8553075,14,14,13,15,18,10,10,11,13,10,11,7,14,8,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8553075,14,14,9,12,15,18,19,12,12,13,15,11,11,13,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8553075,8,7,8,9,20,15,18,10,17,18,15,11,15,13,16,10,9,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343625,8553125,18,16,15,10,13,14,12,16,11,10,11,8,11,6,7,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8553125,9,11,14,13,17,11,12,11,16,14,11,7,9,9,7,6,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8553125,13,6,12,11,20,16,19,15,10,11,8,18,16,7,6,9,2,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
343775,8553125,13,15,15,9,9,12,9,10,15,16,14,15,23,11,8,6,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8553125,14,21,21,15,14,10,13,16,20,9,9,10,8,11,6,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8553125,13,9,16,17,11,13,9,14,18,11,8,16,8,5,7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8553125,8,16,19,12,12,24,15,12,9,16,17,9,13,6,2,5,4,5,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343975,8553125,14,14,16,14,21,19,16,18,20,12,18,13,9,5,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343625,8553175,17,17,13,10,5,12,6,11,8,8,13,14,10,8,12,14,8,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8553175,18,13,9,10,12,12,15,9,13,14,10,11,12,9,7,7,7,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8553175,16,10,16,15,11,13,16,9,13,10,15,9,11,14,10,8,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
343775,8553175,7,10,10,11,18,18,19,22,10,15,11,10,15,12,5,4,6,3,2,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
343825,8553175,5,12,12,12,16,16,14,17,10,9,17,20,16,11,10,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8553175,12,10,10,15,11,10,13,7,19,16,11,18,16,15,13,17,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8553175,11,14,12,12,13,21,12,17,22,11,6,12,10,10,10,12,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8553175,13,13,12,14,11,16,17,15,12,17,16,10,19,12,13,13,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343625,8553225,19,18,19,12,9,24,15,17,9,13,11,5,10,6,6,7,7,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
343675,8553225,12,18,14,22,18,14,23,18,16,13,10,6,9,9,9,7,9,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8553225,11,9,10,7,12,12,16,15,26,12,15,14,11,9,9,6,4,4,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8553225,8,5,12,20,12,18,13,16,16,17,5,10,15,18,14,13,8,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8553225,13,11,10,14,16,16,14,17,11,14,13,12,11,8,6,4,5,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8553225,10,8,12,11,13,20,12,16,19,14,19,11,11,6,11,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8553225,13,14,15,12,6,20,21,19,23,14,15,8,20,8,7,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8553225,11,11,9,16,24,17,21,20,16,20,8,19,9,9,8,4,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343625,8553275,9,7,12,13,7,9,13,18,10,10,8,18,11,21,10,13,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8553275,12,14,15,7,10,14,17,15,14,13,11,14,12,12,11,8,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8553275,8,12,11,10,15,17,21,15,13,11,13,13,16,10,13,15,7,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8553275,11,14,13,10,14,13,10,5,19,14,10,14,13,9,13,8,5,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8553275,7,9,12,9,8,15,21,15,14,7,7,9,13,12,12,3,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8553275,10,11,12,8,14,14,8,11,14,10,16,12,11,16,9,7,5,6,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8553275,21,8,7,8,8,8,14,16,17,10,15,13,7,18,13,4,10,3,2,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
343975,8553275,8,9,13,14,21,12,13,16,12,9,11,9,7,8,6,4,6,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
343575,8553325,8,12,9,6,13,8,17,12,14,7,6,15,12,10,13,12,8,7,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
343625,8553325,11,6,6,18,5,11,19,19,8,15,17,16,12,11,10,5,6,9,8,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8553325,14,15,14,16,10,10,15,10,12,10,6,14,18,8,8,11,4,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8553325,9,10,10,12,24,19,22,13,17,15,11,11,11,16,17,7,12,6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8553325,9,16,9,12,12,22,18,13,10,17,13,13,3,6,9,8,1,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8553325,4,12,15,13,16,21,14,17,18,8,9,11,8,9,7,8,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8553325,19,17,13,13,13,7,13,13,13,7,8,16,8,20,6,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8553325,13,3,15,21,14,16,27,13,13,18,20,9,13,9,6,6,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8553325,6,12,9,9,12,14,20,16,16,16,14,12,22,17,9,7,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
343575,8553375,10,15,15,15,14,20,11,15,13,18,16,13,11,18,9,15,5,4,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
343625,8553375,13,12,12,11,21,17,20,15,12,18,11,16,11,10,12,12,9,4,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8553375,7,8,10,11,14,14,11,21,18,15,15,17,24,11,4,11,4,6,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
343725,8553375,14,10,7,13,11,11,16,15,8,14,15,14,11,13,12,6,7,3,2,2,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
343775,8553375,13,11,13,11,8,9,9,12,15,14,15,7,13,13,7,6,5,2,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8553375,10,10,8,8,10,10,15,12,16,17,12,13,3,16,12,8,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8553375,5,5,9,16,22,18,17,13,17,11,15,17,9,14,6,7,9,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8553375,12,5,9,13,8,12,15,21,30,18,17,14,20,12,9,8,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8553375,11,7,11,10,16,13,20,18,13,13,19,10,8,12,6,11,4,6,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343575,8553425,13,13,11,17,10,10,12,14,11,8,12,21,14,5,6,6,7,6,3,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
343625,8553425,10,19,12,16,13,19,15,11,8,16,12,12,18,4,15,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8553425,12,12,14,10,5,15,15,13,17,16,19,12,11,9,7,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8553425,17,14,18,13,13,12,13,17,10,12,11,12,8,10,9,3,11,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8553425,12,13,10,10,13,11,12,14,16,12,16,12,13,11,19,11,8,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8553425,12,6,11,15,5,12,16,10,14,15,5,15,12,18,11,11,9,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8553425,5,18,20,14,13,17,25,13,6,9,13,6,10,12,5,6,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8553425,12,8,12,20,18,19,14,13,17,12,25,17,16,8,8,3,6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8553425,6,17,11,11,20,19,14,15,11,12,7,18,12,11,8,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343575,8553475,17,13,17,24,12,17,17,12,7,12,13,9,7,11,9,3,7,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343625,8553475,11,19,11,13,18,17,16,18,21,13,14,10,3,10,11,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8553475,17,17,13,12,15,12,19,12,15,18,12,12,16,10,8,5,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8553475,15,11,12,14,10,7,8,9,11,8,11,9,10,17,16,12,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8553475,12,17,12,13,10,11,6,11,13,21,17,16,9,18,12,11,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8553475,20,14,13,12,6,9,10,17,13,10,16,9,12,6,13,14,9,7,5,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
343875,8553475,17,18,15,7,9,9,9,9,12,9,11,5,9,11,8,6,6,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8553475,22,6,16,14,16,10,17,9,14,18,7,15,10,4,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8553475,18,13,19,12,11,19,13,19,17,14,16,10,9,13,8,12,4,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343575,8553525,13,6,12,12,15,16,7,19,12,12,9,10,11,14,8,9,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343625,8553525,12,15,16,9,19,13,18,11,16,11,12,12,16,10,13,8,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8553525,12,11,15,14,19,16,11,19,10,11,16,11,11,12,13,5,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8553525,15,14,20,13,15,14,10,9,12,12,5,11,14,17,5,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8553525,4,10,11,13,12,9,10,18,7,12,17,14,18,12,13,12,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8553525,12,15,17,13,14,22,20,10,14,17,11,10,18,7,7,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8553525,8,11,13,7,17,12,16,22,23,14,7,8,9,12,11,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8553525,24,20,5,10,14,14,14,15,11,8,14,8,11,10,14,10,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8553525,11,13,12,22,17,18,19,16,15,15,13,9,9,13,10,8,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343575,8553575,6,10,10,13,13,16,15,21,8,12,21,15,12,8,11,9,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343625,8553575,13,9,17,15,22,16,15,11,14,19,7,17,11,13,12,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8553575,8,14,14,15,20,20,17,20,15,17,15,17,8,10,6,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8553575,8,11,16,11,21,13,23,19,19,18,15,14,21,14,11,8,8,7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
