"X","Y","z1.5","z2.5","z3.5","z4.5","z5.5","z6.5","z7.5","z8.5","z9.5","z10.5","z11.5","z12.5","z13.5","z14.5","z15.5","z16.5","z17.5","z18.5","z19.5","z20.5","z21.5","z22.5","z23.5","z24.5","z25.5","z26.5","z27.5","z28.5","z29.5","z30.5","z31.5","z32.5","z33.5","z34.5","z35.5"
344425,8553675,32,15,4,11,19,22,27,18,25,14,16,20,14,16,14,7,8,11,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343575,8553725,81,13,18,13,13,15,13,11,22,25,16,12,18,10,9,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343625,8553725,86,22,15,15,21,31,14,21,12,17,14,17,18,9,10,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8553725,11,11,13,8,16,24,15,19,19,17,7,10,19,15,9,2,7,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8553725,39,12,14,12,14,13,13,11,9,5,16,15,9,23,24,20,14,10,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343775,8553725,70,22,9,10,16,18,13,15,19,11,15,13,11,16,17,18,13,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343825,8553725,18,12,12,17,16,13,14,14,19,14,16,16,18,23,17,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343875,8553725,45,20,20,16,25,23,10,13,18,21,8,16,11,13,12,6,5,4,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343925,8553725,15,9,8,9,14,11,9,9,17,17,18,12,16,14,12,7,6,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8553725,36,7,10,15,9,9,9,14,13,12,16,18,39,19,17,11,8,3,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
344025,8553725,91,21,9,13,14,13,12,15,9,11,12,25,8,14,11,10,6,11,7,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
344075,8553725,19,8,14,12,11,20,13,18,16,5,8,8,5,12,9,15,10,20,18,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344125,8553725,44,7,14,10,11,13,9,14,17,18,16,17,15,17,14,15,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344175,8553725,53,12,8,10,9,22,21,24,14,20,14,10,11,14,12,15,6,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344225,8553725,46,14,10,12,8,10,12,23,16,21,17,15,11,14,13,8,6,4,6,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
344275,8553725,16,6,6,6,13,17,11,14,11,14,17,12,14,16,9,11,8,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344325,8553725,23,12,13,18,18,19,16,7,12,8,10,11,16,17,13,12,10,14,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344375,8553725,54,16,22,12,16,21,25,17,18,17,16,9,12,14,14,12,6,12,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344425,8553725,86,14,7,12,8,8,19,13,12,15,15,16,15,13,17,15,10,5,5,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
344475,8553725,23,15,10,15,9,14,14,12,18,17,14,21,20,16,19,6,2,6,8,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
344525,8553725,51,13,16,17,16,13,23,19,17,15,13,13,19,28,7,12,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343575,8553775,57,1,4,15,13,15,20,24,15,21,18,18,8,7,12,11,14,10,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
343625,8553775,28,4,10,3,10,6,14,20,19,17,25,19,16,29,12,9,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343675,8553775,7,2,4,6,8,9,17,18,10,13,13,24,39,34,12,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343725,8553775,7,17,8,5,5,13,18,11,9,13,14,22,11,5,8,20,36,23,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
343775,8553775,2,2,1,4,1,2,0,0,0,0,0,3,4,5,2,1,0,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
344025,8553775,37,4,2,7,13,12,3,26,15,9,13,17,12,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344075,8553775,17,5,6,13,8,5,18,20,26,13,16,17,12,15,4,1,8,6,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344125,8553775,29,7,4,13,12,10,15,17,10,20,17,23,15,27,12,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344175,8553775,36,10,12,13,16,21,23,18,9,9,14,16,13,17,20,5,5,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344225,8553775,34,18,6,15,15,15,20,21,13,10,6,10,11,14,8,12,10,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344275,8553775,36,11,11,8,14,12,17,7,9,8,11,12,10,21,10,13,9,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344325,8553775,81,18,6,11,13,10,12,9,18,12,5,10,8,14,11,18,14,17,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344375,8553775,35,6,10,10,21,14,14,13,7,21,19,9,16,18,14,19,19,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344425,8553775,80,28,16,10,8,7,12,14,10,11,14,14,6,10,11,12,17,14,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344475,8553775,30,21,15,12,17,21,21,17,21,13,16,9,22,15,3,8,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344525,8553775,27,11,8,8,19,18,18,10,15,18,23,25,17,14,2,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344025,8553825,7,3,1,1,1,1,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344075,8553825,23,5,5,2,7,6,15,13,0,5,12,16,20,34,16,10,7,15,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344125,8553825,10,10,10,9,14,14,18,8,16,7,21,30,15,10,11,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344175,8553825,3,1,12,12,13,10,26,28,18,21,27,18,28,9,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344225,8553825,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344325,8553825,44,14,15,11,24,29,15,21,21,18,16,15,17,13,8,7,8,8,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
344375,8553825,27,7,13,8,9,13,15,23,16,17,9,15,28,18,11,13,11,4,5,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
344425,8553825,92,23,18,20,11,11,8,19,17,19,20,18,19,12,8,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344475,8553825,27,12,17,16,11,22,24,15,29,18,13,10,9,8,5,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344525,8553825,17,10,7,9,23,22,18,11,17,18,15,15,3,5,7,16,7,10,13,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344425,8553875,65,12,3,9,12,11,17,6,17,16,24,16,16,22,16,16,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343975,8553825,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344575,8553575,22,14,14,9,15,23,14,10,16,10,11,20,11,8,15,13,8,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344625,8553575,27,15,12,10,16,19,15,18,15,19,10,13,16,19,13,9,5,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344675,8553575,30,9,12,10,17,19,26,13,10,11,10,9,13,10,17,20,17,13,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344725,8553575,28,8,6,9,7,10,16,13,28,17,12,13,24,28,20,8,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344775,8553575,57,13,10,15,8,13,12,7,14,14,13,19,11,6,5,9,6,8,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344825,8553575,43,9,13,11,15,17,16,21,21,22,17,11,6,9,17,7,5,7,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344875,8553575,40,6,4,6,10,7,8,4,8,8,14,22,9,3,4,9,11,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345425,8553575,60,24,17,6,15,22,24,18,14,14,15,14,21,19,12,20,9,5,9,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345475,8553575,50,12,23,10,12,11,12,17,16,30,20,15,24,12,15,3,3,4,3,4,1,2,0,0,1,2,0,0,4,0,0,0,0,0,0
345525,8553575,25,7,6,8,8,5,9,11,17,12,17,12,13,16,15,19,17,14,3,3,1,1,0,0,0,1,1,3,0,1,1,0,0,0,0
344575,8553625,10,5,13,11,16,14,11,11,13,4,12,15,18,14,19,11,11,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344625,8553625,19,7,11,9,16,19,23,15,14,9,8,11,17,9,15,12,7,4,4,5,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0
344675,8553625,22,13,14,17,18,12,17,24,6,13,12,12,6,13,12,18,13,4,6,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
344725,8553625,37,21,6,16,15,10,15,14,17,13,15,16,13,21,18,12,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344775,8553625,43,19,17,11,12,18,17,11,13,15,16,9,13,16,14,5,9,13,10,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
344825,8553625,35,18,14,8,6,13,13,15,12,18,21,20,29,17,18,12,11,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344875,8553625,27,6,12,13,10,16,10,13,16,21,19,16,20,20,17,12,10,11,6,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344925,8553625,26,7,18,15,11,17,18,21,18,17,9,23,17,23,17,14,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344975,8553625,33,15,23,21,17,7,11,14,13,16,17,12,15,12,13,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345025,8553625,18,15,8,11,7,6,13,9,11,15,13,18,16,17,17,8,6,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345075,8553625,24,9,7,15,12,12,17,17,15,17,9,21,21,17,8,8,7,12,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345125,8553625,13,3,8,2,4,14,16,3,16,17,15,18,24,29,25,13,13,5,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345175,8553625,39,6,5,5,2,12,12,12,10,12,21,30,31,19,20,22,15,16,14,12,9,4,7,2,0,0,0,0,0,0,0,0,0,0,0
345225,8553625,31,3,3,9,7,13,10,13,18,24,13,22,24,20,10,18,10,8,9,4,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0
345275,8553625,13,12,9,11,8,4,3,12,8,11,23,6,10,27,27,24,4,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
345325,8553625,35,8,17,15,6,11,10,14,7,11,16,17,19,17,13,5,9,1,3,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
345375,8553625,23,5,0,7,3,6,5,6,7,15,19,13,9,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344625,8553675,1,1,0,0,1,0,0,0,0,0,3,3,1,0,6,8,4,2,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344675,8553675,5,1,1,2,2,15,13,13,13,9,13,12,19,15,7,18,25,25,22,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344725,8553675,18,7,7,16,22,17,18,8,14,12,10,18,13,17,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344775,8553675,24,19,18,11,14,19,12,8,11,9,8,19,25,20,11,10,1,2,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
344825,8553675,26,9,16,4,9,6,17,11,12,15,10,17,25,21,15,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344875,8553675,24,13,17,16,12,17,15,18,13,7,13,5,17,19,15,12,7,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344925,8553675,24,10,11,23,20,30,20,8,17,13,13,14,6,16,19,9,13,8,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344975,8553675,26,8,5,6,9,16,22,19,13,22,17,18,15,14,10,13,6,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345025,8553675,15,9,8,9,16,14,11,12,22,15,14,12,16,7,11,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345075,8553675,19,9,10,9,8,8,14,20,15,15,18,15,19,22,11,10,9,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345125,8553675,54,6,11,12,13,12,11,17,12,16,22,28,14,23,12,11,8,4,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345175,8553675,34,8,12,17,14,16,11,15,11,11,10,13,25,14,15,7,8,7,2,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
345225,8553675,26,10,16,13,10,10,13,14,14,16,19,15,32,21,17,14,11,11,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345275,8553675,70,25,17,13,19,3,8,11,13,12,21,10,20,22,17,18,13,9,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
345325,8553675,44,11,7,8,12,14,21,18,9,19,12,19,18,14,22,14,11,9,7,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
345375,8553675,31,7,8,14,19,9,14,13,14,15,8,9,15,13,14,11,12,7,3,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
345425,8553675,66,17,13,6,10,7,10,11,19,17,22,14,18,19,16,16,11,6,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
345475,8553675,34,13,17,17,10,7,14,11,19,6,10,21,17,22,16,12,6,7,4,3,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0
345525,8553675,8,3,5,11,14,20,28,18,21,13,15,23,15,7,11,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344575,8553725,45,7,9,9,9,9,13,21,15,12,18,23,25,29,19,7,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344625,8553725,58,9,2,7,14,14,22,15,20,10,7,9,16,22,29,16,11,8,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
344675,8553725,71,9,1,4,6,11,18,23,15,18,18,12,18,19,15,15,13,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345075,8553725,4,1,1,3,3,0,1,7,3,7,12,10,2,1,15,11,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345125,8553725,39,8,6,0,6,8,7,6,16,15,14,13,10,3,11,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345175,8553725,21,10,5,6,19,18,16,18,28,17,16,24,20,26,20,16,8,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345225,8553725,30,14,12,8,7,8,11,6,7,17,18,18,10,12,4,11,3,4,3,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0
345275,8553725,56,16,9,17,19,23,14,23,15,16,9,14,13,9,10,9,8,3,6,2,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0
345325,8553725,46,8,9,10,10,8,13,22,15,13,7,16,15,13,12,18,9,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345375,8553725,30,11,13,11,19,19,20,10,11,11,6,12,8,12,8,13,6,6,6,4,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0
345425,8553725,34,18,4,7,10,7,12,8,9,13,15,13,15,20,13,14,12,13,6,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
345475,8553725,20,13,10,10,14,14,11,14,15,9,12,15,15,23,18,14,6,6,5,4,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0
345525,8553725,40,9,5,9,20,15,17,17,17,20,28,16,17,9,13,11,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344575,8553775,36,12,7,14,17,20,14,17,13,20,20,15,22,20,9,13,11,8,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344625,8553775,75,15,15,15,16,12,14,16,9,12,9,19,13,18,13,7,4,5,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344675,8553775,11,3,7,14,10,16,18,11,14,12,15,20,17,15,11,9,12,8,8,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344725,8553775,56,9,6,6,7,13,13,15,17,19,26,22,20,8,15,10,14,8,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344775,8553775,85,16,10,18,12,22,11,15,16,19,9,28,19,18,20,15,8,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344825,8553775,15,9,4,16,15,16,21,18,22,14,12,7,15,14,13,11,11,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344875,8553775,24,9,7,6,8,13,15,18,21,19,38,13,17,15,17,6,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344925,8553775,19,13,9,14,13,15,21,13,12,20,10,15,27,20,21,8,9,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344975,8553775,81,27,10,11,7,11,18,8,12,13,11,9,7,11,17,13,9,8,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
345025,8553775,72,18,4,13,17,7,17,19,26,15,14,15,16,13,10,17,14,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345075,8553775,69,15,2,11,22,24,21,25,9,14,8,13,26,19,8,16,15,16,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345125,8553775,27,3,0,5,13,9,11,13,12,18,19,22,11,22,19,27,18,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345175,8553775,15,2,6,12,5,3,4,6,0,15,9,35,35,32,24,11,8,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344575,8553825,38,16,10,13,13,8,5,13,13,15,15,10,11,16,18,17,19,10,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
344625,8553825,50,14,12,11,14,11,11,14,16,20,15,10,9,13,8,11,8,8,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
344675,8553825,69,13,12,12,5,14,10,19,13,14,19,16,18,12,15,16,12,9,2,2,3,3,1,2,1,0,1,1,2,1,1,0,0,0,0
344725,8553825,72,17,8,11,19,9,6,9,13,14,12,17,6,9,13,12,16,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344775,8553825,73,19,21,18,13,10,11,12,16,16,11,15,17,13,12,9,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344825,8553825,10,8,6,9,14,9,11,8,14,16,14,23,19,14,10,6,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344875,8553825,69,16,10,12,14,14,9,9,10,17,20,24,15,19,13,21,17,12,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344925,8553825,12,10,13,15,8,12,13,22,16,23,12,20,16,16,19,13,6,5,6,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
344975,8553825,67,15,6,4,15,9,10,17,14,11,14,21,26,22,26,15,8,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345025,8553825,59,7,11,12,12,14,16,10,13,21,20,21,20,14,11,15,13,6,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345075,8553825,54,14,6,14,8,11,11,14,18,18,21,29,26,21,22,24,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345125,8553825,40,14,7,7,5,9,10,9,12,11,19,13,17,22,19,19,17,10,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345175,8553825,37,8,6,12,10,9,11,12,16,12,12,21,18,17,10,14,16,6,9,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
345225,8553825,11,7,9,9,11,12,13,17,16,16,16,21,21,24,16,20,10,8,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
